"animal_id","ch","birth_site","birth_year","capture_hx"
"90-2015-0-568","000000001111110","East Yana_Pasture","2015",1111110
"90-2015-0-569","000000001111000","East Yana_Pasture","2015",1111000
"90-2015-0-570","000000001111110","East Yana_Pasture","2015",1111110
"90-2015-0-571","000000001111110","East Yana_Pasture","2015",1111110
"90-2015-0-572","000000001110000","East Yana_Pasture","2015",1110000
"90-2015-0-573","000000001000000","East Yana_Pasture","2015",1000000
"90-2015-0-574","000000001111110","East Yana_Pasture","2015",1111110
"90-2015-0-575","000000001000000","East Yana_Pasture","2015",1000000
"90-2015-0-576","000000001111110","East Yana_Pasture","2015",1111110
"90-2015-0-577","000000001111000","East Yana_Pasture","2015",1111000
"90-2015-0-578","000000001111110","East Yana_Pasture","2015",1111110
"90-2015-0-579","000000001111110","East Yana_Pasture","2015",1111110
"90-2015-0-580","000000001111110","East Yana_Pasture","2015",1111110
"90-2015-0-581","000000001111110","East Yana_Pasture","2015",1111110
"90-2016-0-658","000000000111100","East Yana_Pasture","2016",111100
"90-2016-0-659","000000000111110","East Yana_Pasture","2016",111110
"90-2016-0-660","000000000100000","East Yana_Pasture","2016",100000
"90-2016-0-661","000000000111110","East Yana_Pasture","2016",111110
"90-2016-0-662","000000000111110","East Yana_Pasture","2016",111110
"90-2016-0-663","000000000111100","East Yana_Pasture","2016",111100
"90-2016-0-664","000000000111110","East Yana_Pasture","2016",111110
"90-2016-0-665","000000000111110","East Yana_Pasture","2016",111110
"90-2016-0-666","000000000111110","East Yana_Pasture","2016",111110
"90-2016-0-667","000000000111110","East Yana_Pasture","2016",111110
"90-2016-0-668","000000000100010","East Yana_Pasture","2016",100010
"90-2016-0-669","000000000111100","East Yana_Pasture","2016",111100
"90-2016-0-670","000000000111010","East Yana_Pasture","2016",111010
"90-2016-0-671","000000000111110","East Yana_Pasture","2016",111110
"90-2016-0-672","000000000111110","East Yana_Pasture","2016",111110
"90-2017-0-776","000000000011110","East Yana_Pasture","2017",11110
"90-2017-0-777","000000000011110","East Yana_Pasture","2017",11110
"90-2017-0-778","000000000011110","East Yana_Pasture","2017",11110
"90-2017-0-779","000000000011110","East Yana_Pasture","2017",11110
"90-2017-0-780","000000000011110","East Yana_Pasture","2017",11110
"90-2017-0-781","000000000011110","East Yana_Pasture","2017",11110
"90-2017-0-782","000000000011110","East Yana_Pasture","2017",11110
"90-2017-0-783","000000000011110","East Yana_Pasture","2017",11110
"90-2017-0-784","000000000011110","East Yana_Pasture","2017",11110
"90-2017-0-785","000000000011110","East Yana_Pasture","2017",11110
"90-2017-0-786","000000000011110","East Yana_Pasture","2017",11110
"90-2017-0-787","000000000011110","East Yana_Pasture","2017",11110
"90-2018-0-851","000000000001110","East Yana_Pasture","2018",1110
"90-2018-0-852","000000000001110","East Yana_Pasture","2018",1110
"90-2018-0-853","000000000001110","East Yana_Pasture","2018",1110
"90-2018-0-854","000000000001110","East Yana_Pasture","2018",1110
"90-2018-0-855","000000000001110","East Yana_Pasture","2018",1110
"90-2018-0-856","000000000001110","East Yana_Pasture","2018",1110
"90-2018-0-857","000000000001110","East Yana_Pasture","2018",1110
"90-2018-0-858","000000000001110","East Yana_Pasture","2018",1110
"90-2018-0-859","000000000001110","East Yana_Pasture","2018",1110
"90-2018-0-860","000000000001110","East Yana_Pasture","2018",1110
"90-2018-0-861","000000000001110","East Yana_Pasture","2018",1110
"90-2019-0-975","000000000000110","East Yana_Pasture","2019",110
"90-2019-0-976","000000000000110","East Yana_Pasture","2019",110
"90-2019-0-977","000000000000110","East Yana_Pasture","2019",110
"90-2019-0-978","000000000000110","East Yana_Pasture","2019",110
"90-2019-0-979","000000000000110","East Yana_Pasture","2019",110
"90-2019-0-980","000000000000110","East Yana_Pasture","2019",110
"90-2019-0-981","000000000000110","East Yana_Pasture","2019",110
"90-2019-0-982","000000000000110","East Yana_Pasture","2019",110
"90-2019-0-983","000000000000110","East Yana_Pasture","2019",110
"90-2019-0-984","000000000000110","East Yana_Pasture","2019",110
"90-2019-0-985","000000000000110","East Yana_Pasture","2019",110
"90-2019-0-986","000000000000110","East Yana_Pasture","2019",110
"90-2019-0-987","000000000000110","East Yana_Pasture","2019",110
"90-2020-0-2076","000000000000010","East Yana_Pasture","2020",10
"90-2020-0-2077","000000000000010","East Yana_Pasture","2020",10
"90-2020-0-2078","000000000000010","East Yana_Pasture","2020",10
"90-2020-0-2079","000000000000010","East Yana_Pasture","2020",10
"90-2020-0-2080","000000000000010","East Yana_Pasture","2020",10
"90-2020-0-2081","000000000000010","East Yana_Pasture","2020",10
"90-2020-0-2082","000000000000010","East Yana_Pasture","2020",10
"90-2020-0-2083","000000000000010","East Yana_Pasture","2020",10
"90-2020-0-2084","000000000000010","East Yana_Pasture","2020",10
"90-2020-0-2085","000000000000010","East Yana_Pasture","2020",10
"90-2020-0-2086","000000000000010","East Yana_Pasture","2020",10
"90-2020-0-2087","000000000000010","East Yana_Pasture","2020",10
"90-2020-0-2088","000000000000010","East Yana_Pasture","2020",10
"90-2020-0-2089","000000000000010","East Yana_Pasture","2020",10
"90-2020-0-2090","000000000000010","East Yana_Pasture","2020",10
"90-2020-0-2091","000000000000010","East Yana_Pasture","2020",10
"90-2020-0-2092","000000000000010","East Yana_Pasture","2020",10
"90-2021-0-2176","000000000000000","East Yana_Pasture","2021",0
"90-2021-0-2177","000000000000000","East Yana_Pasture","2021",0
"90-2021-0-2178","000000000000000","East Yana_Pasture","2021",0
"90-2021-0-2179","000000000000000","East Yana_Pasture","2021",0
"90-2021-0-2180","000000000000000","East Yana_Pasture","2021",0
"90-2021-0-2181","000000000000000","East Yana_Pasture","2021",0
"90-2021-0-2182","000000000000000","East Yana_Pasture","2021",0
"90-2021-0-2183","000000000000000","East Yana_Pasture","2021",0
"90-2021-0-2184","000000000000000","East Yana_Pasture","2021",0
"90-2021-0-2185","000000000000000","East Yana_Pasture","2021",0
"90-2021-0-2186","000000000000000","East Yana_Pasture","2021",0
"90-2021-0-2187","000000000000000","East Yana_Pasture","2021",0
"90-2021-0-2188","000000000000000","East Yana_Pasture","2021",0
"90-2021-0-2189","000000000000000","East Yana_Pasture","2021",0
"90-2021-0-2190","000000000000000","East Yana_Pasture","2021",0
