"animal_id","year_cap","event","wyey","dmp_pasture","birth_site","birth_year"
"270-2012-1-233",2019,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-233",2020,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-236",2012,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-236",2013,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-236",2015,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-236",2016,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-236",2017,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-236",2018,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-236",2020,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-237",2012,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-237",2013,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-237",2015,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-237",2016,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-237",2017,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-237",2018,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-237",2019,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-237",2020,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-238",2012,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-248",2012,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-248",2013,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-248",2014,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-248",2015,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-248",2016,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-248",2017,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-248",2018,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-248",2019,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-248",2020,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-248",2021,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-250",2012,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-260",2012,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-260",2013,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-260",2014,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-260",2015,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-260",2016,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-262",2012,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-262",2013,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-262",2014,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-262",2015,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-262",2016,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-262",2017,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-262",2018,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-262",2019,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-262",2020,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-262",2021,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-263",2012,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-263",2013,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-263",2014,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-263",2015,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-263",2017,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-263",2018,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-263",2019,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-263",2020,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-263",2021,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-265",2012,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-265",2013,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-265",2014,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-265",2015,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-265",2016,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-265",2017,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-266",2012,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-266",2014,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-266",2015,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-266",2016,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-266",2017,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-266",2018,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-266",2019,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-266",2020,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-266",2021,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-274",2012,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-277",2012,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-277",2013,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-277",2014,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-277",2015,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-277",2016,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-277",2017,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-277",2018,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-277",2019,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-278",2012,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-278",2013,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-278",2014,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-278",2015,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-278",2016,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-278",2017,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-278",2018,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-278",2019,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-278",2020,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-278",2021,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-284",2012,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-305",2012,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-314",2012,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-314",2013,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-314",2014,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-314",2015,1,"west yana","dmp","west yana_dmp",2012
"270-2012-1-314",2016,1,"west yana","dmp","west yana_dmp",2012
"270-2013-0-258",2013,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-258",2014,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-258",2015,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-258",2016,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-258",2017,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-259",2013,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-260",2013,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-260",2014,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-260",2015,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-260",2016,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-260",2017,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-260",2018,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-260",2019,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-260",2020,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-260",2021,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-261",2013,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-261",2014,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-261",2015,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-262",2013,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-262",2014,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-262",2015,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-262",2016,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-262",2017,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-262",2018,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-262",2019,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-262",2020,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-262",2021,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-263",2013,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-263",2014,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-263",2015,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-263",2016,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-263",2017,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-263",2018,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-263",2019,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-263",2020,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-264",2013,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-264",2014,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-264",2015,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-264",2016,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-264",2017,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-264",2018,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-264",2019,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-264",2020,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-265",2013,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-265",2014,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-265",2015,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-265",2016,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-265",2017,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-266",2013,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-266",2014,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-266",2015,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-266",2016,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-266",2017,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-266",2018,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-266",2019,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-267",2013,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-267",2014,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-267",2015,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-267",2016,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-267",2017,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-267",2018,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-267",2019,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-267",2020,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-267",2021,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-268",2013,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-268",2014,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-268",2015,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-268",2016,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-268",2017,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-269",2013,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-269",2014,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-269",2015,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-269",2016,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-269",2017,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-269",2018,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-269",2019,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-269",2020,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-270",2013,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-270",2014,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-271",2013,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-271",2014,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-271",2015,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-271",2016,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-271",2017,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-271",2018,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-271",2019,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-271",2020,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-272",2013,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-272",2014,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-272",2015,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-272",2016,1,"west yana","pasture","west yana_pasture",2013
"270-2013-0-272",2017,1,"west yana","pasture","west yana_pasture",2013
"270-2013-1-202",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-202",2014,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-202",2015,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-202",2016,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-202",2017,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-202",2018,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-202",2019,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-202",2020,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-204",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-204",2014,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-204",2015,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-204",2016,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-204",2017,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-204",2018,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-204",2019,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-204",2020,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-205",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-205",2014,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-205",2015,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-210",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-210",2014,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-210",2015,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-210",2016,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-210",2017,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-210",2018,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-210",2019,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-210",2021,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-212",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-212",2014,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-212",2015,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-212",2016,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-216",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-216",2014,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-216",2015,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-216",2016,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-216",2017,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-216",2018,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-216",2019,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-216",2020,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-216",2021,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-217",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-225",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-225",2014,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-227",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-227",2014,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-230",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-230",2020,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-231",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-231",2014,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-231",2015,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-231",2016,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-231",2017,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-231",2018,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-231",2019,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-231",2020,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-231",2021,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-232",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-234",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-234",2014,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-234",2015,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-234",2016,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-238",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-238",2014,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-238",2015,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-238",2016,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-238",2017,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-238",2018,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-238",2019,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-238",2020,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-239",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-239",2014,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-239",2015,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-239",2016,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-239",2017,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-239",2018,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-239",2019,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-239",2020,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-239",2021,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-242",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-246",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-246",2014,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-246",2015,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-246",2016,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-246",2017,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-249",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-252",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-252",2014,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-252",2015,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-252",2016,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-252",2017,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-252",2018,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-252",2019,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-252",2020,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-252",2021,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-254",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-254",2014,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-254",2015,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-256",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-256",2014,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-256",2015,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-256",2016,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-256",2017,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-256",2018,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-256",2019,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-256",2020,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-256",2021,1,"west yana","dmp","west yana_dmp",2013
"270-2013-1-257",2013,1,"west yana","dmp","west yana_dmp",2013
"270-2014-0-441",2014,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-441",2015,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-442",2014,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-443",2014,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-443",2015,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-443",2016,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-443",2017,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-443",2018,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-443",2019,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-443",2020,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-444",2014,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-444",2015,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-444",2016,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-444",2017,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-444",2018,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-444",2019,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-444",2020,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-444",2021,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-445",2014,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-446",2014,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-446",2015,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-446",2016,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-446",2017,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-446",2018,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-446",2019,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-446",2020,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-447",2014,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-447",2015,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-447",2016,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-447",2017,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-447",2018,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-447",2019,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-448",2014,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-448",2015,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-448",2016,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-448",2017,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-448",2019,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-449",2014,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-449",2015,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-449",2016,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-449",2017,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-449",2018,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-449",2019,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-449",2020,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-449",2021,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-450",2014,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-450",2015,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-450",2016,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-450",2017,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-450",2018,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-450",2019,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-450",2020,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-450",2021,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-451",2014,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-451",2015,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-451",2016,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-451",2017,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-451",2018,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-451",2019,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-451",2020,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-451",2021,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-452",2014,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-452",2015,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-452",2016,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-452",2017,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-452",2018,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-452",2019,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-452",2020,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-452",2021,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-453",2014,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-453",2015,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-453",2017,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-453",2018,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-453",2019,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-453",2020,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-453",2021,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-454",2014,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-454",2015,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-454",2016,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-454",2017,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-454",2018,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-454",2019,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-454",2020,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-455",2014,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-455",2015,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-455",2016,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-455",2017,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-455",2018,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-455",2019,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-455",2020,1,"west yana","pasture","west yana_pasture",2014
"270-2014-0-455",2021,1,"west yana","pasture","west yana_pasture",2014
"270-2014-1-402",2014,1,"west yana","dmp","west yana_dmp",2014
"270-2014-1-403",2014,1,"west yana","dmp","west yana_dmp",2014
"270-2014-1-403",2015,1,"west yana","dmp","west yana_dmp",2014
"270-2014-1-403",2016,1,"west yana","dmp","west yana_dmp",2014
"270-2014-1-403",2017,1,"west yana","dmp","west yana_dmp",2014
"270-2014-1-403",2018,1,"west yana","dmp","west yana_dmp",2014
"270-2014-1-403",2019,1,"west yana","dmp","west yana_dmp",2014
"270-2014-1-403",2020,1,"west yana","dmp","west yana_dmp",2014
"270-2014-1-403",2021,1,"west yana","dmp","west yana_dmp",2014
"270-2014-1-406",2014,1,"west yana","dmp","west yana_dmp",2014
"270-2014-1-407",2014,1,"west yana","dmp","west yana_dmp",2014
"270-2014-1-407",2015,1,"west yana","dmp","west yana_dmp",2014
"270-2014-1-407",2016,1,"west yana","dmp","west yana_dmp",2014
"270-2014-1-407",2017,1,"west yana","dmp","west yana_dmp",2014
