"animal_id","2008","2009","2010","2011","2012","2013","2014","2016","2015","2017","2019","2018","2020","2021","2022","birth_year","bs"
"270-2011-0-345","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","2011","wy"
"270-2011-1-209","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","2011","dmp"
"270-2011-1-213","0","0","0","0","1","1","1","1","1","1","1","1","1","1","2","2011","dmp"
"270-2011-1-215","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","2011","dmp"
"270-2011-1-225","0","0","0","0","1","1","1","1","0","1","1","1","1","1","0","2011","dmp"
"270-2011-1-242","0","0","0","0","1","1","1","1","1","0","1","1","0","1","2","2011","dmp"
"270-2011-1-244","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","2011","dmp"
"270-2011-1-246","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","2011","dmp"
"270-2011-1-247","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","2011","dmp"
"270-2011-1-248","0","0","0","0","1","1","0","1","1","1","1","1","1","1","0","2011","dmp"
"270-2011-1-249","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","2011","dmp"
"270-2011-1-250","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","2011","dmp"
"270-2011-1-260","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","2011","dmp"
"270-2011-1-261","0","0","0","0","1","1","1","1","1","1","1","1","1","0","0","2011","dmp"
"270-2011-1-268","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","2011","dmp"
"270-2011-1-269","0","0","0","0","1","1","1","1","1","1","1","1","1","1","0","2011","dmp"
"270-2011-1-295","0","0","0","0","1","1","1","1","1","1","0","1","1","0","0","2011","dmp"
"270-2011-1-321","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","2011","dmp"
"270-2011-1-322","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","2011","dmp"
"270-2011-1-333","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","2011","dmp"
"270-2012-0-153","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","2012","wy"
"270-2012-0-330","0","0","0","0","0","1","1","1","1","1","1","1","1","0","1","2012","wy"
"270-2012-0-331","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","2012","wy"
"270-2012-0-332","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","2012","wy"
"270-2012-0-333","0","0","0","0","0","1","1","1","1","1","1","1","0","0","0","2012","wy"
"270-2012-0-334","0","0","0","0","0","1","1","1","1","1","1","1","0","0","0","2012","wy"
"270-2012-0-335","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","2012","wy"
"270-2012-0-337","0","0","0","0","0","1","1","1","1","1","1","1","1","1","2","2012","wy"
"270-2012-0-338","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","2012","wy"
"270-2012-0-339","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","2012","wy"
"270-2012-0-340","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","2012","wy"
"270-2012-0-341","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","2012","wy"
"270-2012-0-342","0","0","0","0","0","1","1","1","1","1","1","1","1","1","2","2012","wy"
"270-2012-0-343","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","2012","wy"
"270-2012-0-344","0","0","0","0","0","1","1","1","1","1","1","1","1","1","2","2012","wy"
"270-2012-0-345","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","2012","wy"
"270-2012-1-207","0","0","0","0","0","1","1","1","1","1","0","1","0","0","0","2012","dmp"
"270-2012-1-224","0","0","0","0","0","1","1","0","2","0","0","0","0","0","0","2012","dmp"
"270-2012-1-229","0","0","0","0","0","1","1","1","1","1","1","1","0","1","2","2012","dmp"
"270-2012-1-230","0","0","0","0","0","1","0","1","1","1","1","1","1","1","0","2012","dmp"
"270-2012-1-231","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","2012","dmp"
"270-2012-1-233","0","0","0","0","0","1","1","1","1","1","1","1","1","0","0","2012","dmp"
"270-2012-1-236","0","0","0","0","0","1","0","1","1","1","0","1","0","0","0","2012","dmp"
"270-2012-1-237","0","0","0","0","0","1","0","1","1","1","1","1","1","0","0","2012","dmp"
"270-2012-1-248","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","2012","dmp"
"270-2012-1-260","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","2012","dmp"
"270-2012-1-262","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","2012","dmp"
"270-2012-1-263","0","0","0","0","0","1","1","0","1","1","1","1","1","1","2","2012","dmp"
"270-2012-1-265","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","2012","dmp"
"270-2012-1-266","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","2012","dmp"
"270-2012-1-277","0","0","0","0","0","1","1","1","1","1","0","1","0","0","0","2012","dmp"
"270-2012-1-278","0","0","0","0","0","1","1","1","1","1","1","1","1","0","0","2012","dmp"
"270-2012-1-314","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","2012","dmp"
"270-2013-0-258","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","2013","wy"
"270-2013-0-260","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","2013","wy"
"270-2013-0-261","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","2013","wy"
"270-2013-0-262","0","0","0","0","0","0","1","1","1","1","1","1","1","0","0","2013","wy"
"270-2013-0-263","0","0","0","0","0","0","1","1","1","1","1","1","1","0","0","2013","wy"
"270-2013-0-264","0","0","0","0","0","0","1","1","1","1","1","1","1","0","0","2013","wy"
"270-2013-0-265","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","2013","wy"
"270-2013-0-266","0","0","0","0","0","0","1","1","1","1","1","1","0","0","0","2013","wy"
"270-2013-0-267","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","2013","wy"
"270-2013-0-268","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","2013","wy"
"270-2013-0-269","0","0","0","0","0","0","1","1","1","1","1","1","1","0","0","2013","wy"
"270-2013-0-270","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2013","wy"
"270-2013-0-271","0","0","0","0","0","0","1","1","1","1","1","1","1","0","1","2013","wy"
"270-2013-0-272","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","2013","wy"
"270-2013-1-202","0","0","0","0","0","0","1","1","1","1","1","1","1","0","0","2013","dmp"
"270-2013-1-204","0","0","0","0","0","0","1","1","1","1","1","1","1","0","0","2013","dmp"
"270-2013-1-205","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","2013","dmp"
"270-2013-1-210","0","0","0","0","0","0","1","1","1","1","1","1","0","1","1","2013","dmp"
"270-2013-1-212","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","2013","dmp"
"270-2013-1-216","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","2013","dmp"
"270-2013-1-225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2013","dmp"
"270-2013-1-227","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2013","dmp"
"270-2013-1-230","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2013","dmp"
"270-2013-1-231","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","2013","dmp"
"270-2013-1-234","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","2013","dmp"
"270-2013-1-238","0","0","0","0","0","0","1","1","1","1","1","1","1","0","0","2013","dmp"
"270-2013-1-239","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","2013","dmp"
"270-2013-1-246","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","2013","dmp"
"270-2013-1-252","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","2013","dmp"
"270-2013-1-254","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","2013","dmp"
"270-2013-1-256","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","2013","dmp"
"270-2014-0-441","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2014","wy"
"270-2014-0-443","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","2014","wy"
"270-2014-0-444","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","2014","wy"
"270-2014-0-446","0","0","0","0","0","0","0","1","1","1","1","1","1","0","0","2014","wy"
"270-2014-0-447","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","2014","wy"
"270-2014-0-448","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","2014","wy"
"270-2014-0-449","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","2014","wy"
"270-2014-0-450","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","2014","wy"
"270-2014-0-451","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","2014","wy"
"270-2014-0-452","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","2014","wy"
"270-2014-0-453","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","2014","wy"
"270-2014-0-454","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","2014","wy"
"270-2014-0-455","0","0","0","0","0","0","0","1","1","1","1","1","1","1","2","2014","wy"
"270-2014-1-403","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","2014","dmp"
"270-2014-1-407","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","2014","dmp"
"270-2014-1-410","0","0","0","0","0","0","0","1","1","1","1","1","1","1","0","2014","dmp"
"270-2014-1-411","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","2014","dmp"
"270-2014-1-414","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","2014","dmp"
"270-2014-1-416","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2014","dmp"
"270-2014-1-422","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","2014","dmp"
"270-2014-1-423","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2014","dmp"
"270-2014-1-428","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","2014","dmp"
"270-2014-1-434","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","2014","dmp"
"270-2014-1-438","0","0","0","0","0","0","0","1","1","1","1","1","1","0","0","2014","dmp"
"270-2014-1-439","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2014","dmp"
"270-2014-1-440","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","2014","dmp"
"270-2015-0-547","0","0","0","0","0","0","0","1","0","1","1","1","1","0","0","2015","wy"
"270-2015-0-548","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2015","wy"
"270-2015-0-549","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","2015","wy"
"270-2015-0-551","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","2015","wy"
"270-2015-0-552","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","2015","wy"
"270-2015-0-553","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","2015","wy"
"270-2015-0-555","0","0","0","0","0","0","0","1","0","1","1","1","1","0","0","2015","wy"
"270-2015-0-557","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","2015","wy"
"270-2015-0-558","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","2015","wy"
"270-2015-0-582","0","0","0","0","0","0","0","1","0","1","1","1","1","1","0","2015","wy"
"270-2015-0-583","0","0","0","0","0","0","0","1","0","1","1","1","1","1","0","2015","wy"
"270-2015-0-586","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","2015","wy"
"270-2015-0-587","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2015","wy"
"270-2015-0-588","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2015","wy"
"270-2015-0-589","0","0","0","0","0","0","0","1","0","1","1","1","1","1","0","2015","wy"
"270-2015-1-507","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","2015","dmp"
"270-2015-1-508","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","2015","dmp"
"270-2015-1-510","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","2015","dmp"
"270-2015-1-516","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","2015","dmp"
"270-2015-1-518","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","2015","dmp"
"270-2015-1-520","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2015","dmp"
"270-2015-1-522","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","2015","dmp"
"270-2015-1-524","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","2015","dmp"
"270-2016-0-647","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2016","wy"
"270-2016-0-648","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","2016","wy"
"270-2016-0-650","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2016","wy"
"270-2016-0-651","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2016","wy"
"270-2016-0-652","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2016","wy"
"270-2016-0-653","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2016","wy"
"270-2016-0-654","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2016","wy"
"270-2016-0-655","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","2016","wy"
"270-2016-0-673","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","2016","wy"
"270-2016-0-674","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2016","wy"
"270-2016-0-675","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","2016","wy"
"270-2016-0-676","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2016","wy"
"270-2016-0-677","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2016","wy"
"270-2016-1-603","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","2016","dmp"
"270-2016-1-606","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2016","dmp"
"270-2016-1-607","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2016","dmp"
"270-2016-1-608","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2016","dmp"
"270-2016-1-613","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","2016","dmp"
"270-2016-1-615","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2016","dmp"
"270-2016-1-618","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2016","dmp"
"270-2016-1-619","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","2016","dmp"
"270-2016-1-622","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2016","dmp"
"270-2016-1-624","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2016","dmp"
"270-2016-1-632","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2016","dmp"
"270-2016-1-634","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2016","dmp"
"270-2016-1-642","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2016","dmp"
"270-2016-1-643","0","0","0","0","0","0","0","0","0","1","1","0","1","1","1","2016","dmp"
"270-2017-0-744","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","2017","wy"
"270-2017-0-745","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","2017","wy"
"270-2017-0-747","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","2017","wy"
"270-2017-0-748","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","2017","wy"
"270-2017-0-749","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","2017","wy"
"270-2017-1-703","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","2017","dmp"
"270-2017-1-707","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","2017","dmp"
"270-2017-1-711","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","2017","dmp"
"270-2017-1-717","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","2017","dmp"
"270-2017-1-719","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","2017","dmp"
"270-2017-1-722","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","2017","dmp"
"270-2018-0-862","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","2018","wy"
"270-2018-0-863","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","2018","wy"
"270-2018-0-864","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","2018","wy"
"270-2018-1-802","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","2018","dmp"
"270-2018-1-805","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","2018","dmp"
"270-2018-1-808","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","2018","dmp"
"270-2018-1-815","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","2018","dmp"
"270-2018-1-817","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","2018","dmp"
"270-2018-1-818","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","2018","dmp"
"270-2018-1-822","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","2018","dmp"
"270-2018-1-824","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","2018","dmp"
"270-2018-1-826","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2018","dmp"
"270-2018-1-832","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","2018","dmp"
"270-2018-1-834","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","2018","dmp"
"270-2018-1-835","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2018","dmp"
"270-2019-0-943","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2019","wy"
"270-2019-0-944","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2019","wy"
"270-2019-0-945","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2019","wy"
"270-2019-0-946","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2019","wy"
"270-2019-0-960","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2019","wy"
"270-2019-0-966","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2019","wy"
"270-2019-1-905","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2019","dmp"
"270-2019-1-907","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2019","dmp"
"270-2019-1-908","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2019","dmp"
"270-2019-1-909","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2019","dmp"
"270-2019-1-917","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2019","dmp"
"270-2019-1-920","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2019","dmp"
"270-2019-1-923","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2019","dmp"
"270-2019-1-924","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2019","dmp"
"270-2019-1-927","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2019","dmp"
"270-2019-1-929","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2019","dmp"
"270-2019-1-932","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2019","dmp"
"270-2019-1-933","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2019","dmp"
"270-2019-1-940","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2019","dmp"
"270-2020-0-2095","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2020","wy"
"270-2020-1-2001","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2020","dmp"
"270-2020-1-2009","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2020","dmp"
"270-2020-1-2011","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2020","dmp"
"270-2020-1-2020","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2020","dmp"
"270-2020-1-2027","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2020","dmp"
"270-2020-1-2028","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2020","dmp"
"270-2020-1-2034","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2020","dmp"
"270-2020-1-2039","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2020","dmp"
"270-2020-1-2040","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2020","dmp"
"270-2020-1-2041","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2020","dmp"
"270-2021-0-2169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2021","wy"
"270-2021-1-2126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2021","dmp"
"270-2021-1-2130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2021","dmp"
"90-2007-0-016","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2007","ey"
"90-2007-0-019","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","2007","ey"
"90-2007-0-024","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","2007","ey"
"90-2007-0-027","1","1","1","1","1","2","0","0","0","0","0","0","0","0","0","2007","ey"
