"animal_id","date","year_cap","year_birth","cap_loc","rel_loc","sex","age","weight","dmp_past","B.C.Score","month","monthday","early.late"
"270-2018-1-823",2018-07-09,2018,2018,"West Yana","West Yana","Male",0.1,"","DMP",NA,"july","07-09",1
"270-2018-1-824",2018-07-11,2018,2018,"West Yana","West Yana","Male",0.1,"","DMP",NA,"july","07-11",1
"270-2018-1-825",2018-07-11,2018,2018,"West Yana","West Yana","Male",0.1,"","DMP",NA,"july","07-11",1
"270-2018-1-826",2018-07-11,2018,2018,"West Yana","West Yana","Male",0.1,"","DMP",NA,"july","07-11",1
"270-2018-1-827",2018-07-11,2018,2018,"West Yana","West Yana","Male",0.1,"","DMP",NA,"july","07-11",1
"270-2018-1-831",2018-07-13,2018,2018,"West Yana","West Yana","Male",0.1,"","DMP",NA,"july","07-13",1
"270-2018-1-832",2018-07-13,2018,2018,"West Yana","West Yana","Male",0.1,"","DMP",NA,"july","07-13",1
"270-2018-1-834",2018-07-18,2018,2018,"West Yana","West Yana","Male",0.1,"","DMP",NA,"july","07-18",1
"270-2018-1-835",2018-07-20,2018,2018,"West Yana","West Yana","Male",0.1,"","DMP",NA,"july","07-20",1
"270-2018-1-837",2018-07-30,2018,2018,"West Yana","West Yana","Male",0.1,"","DMP",NA,"july","07-30",1
"270-2018-1-839",2018-08-14,2018,2018,"West Yana","West Yana","Male",0.1,"","DMP",NA,"august","08-14",2
"270-2019-1-901",2019-06-25,2019,2019,"West Yana","West Yana","Male",0.1,"9 lbs 6 oz","DMP",NA,"june","06-25",1
"270-2019-1-903",2019-06-27,2019,2019,"West Yana","West Yana","Male",0.1,"10 lbs 10 oz","DMP",NA,"june","06-27",1
"270-2019-1-905",2019-06-27,2019,2019,"West Yana","West Yana","Male",0.1,"6 lbs 5 oz","DMP",NA,"june","06-27",1
"270-2019-1-907",2019-06-27,2019,2019,"West Yana","West Yana","Male",0.1,"7 lbs 10 oz","DMP",NA,"june","06-27",1
"270-2019-1-908",2019-06-29,2019,2019,"West Yana","West Yana","Male",0.1,"8 lbs   ","DMP",NA,"june","06-29",1
"270-2019-1-909",2019-06-29,2019,2019,"West Yana","West Yana","Male",0.1,"8 lbs 3 oz","DMP",NA,"june","06-29",1
"270-2019-1-911",2019-06-29,2019,2019,"West Yana","West Yana","Male",0.1,"7 lbs 8 oz","DMP",NA,"june","06-29",1
"270-2019-1-916",2019-07-02,2019,2019,"West Yana","West Yana","Male",0.1,"6 lbs 3 oz","DMP",NA,"july","07-02",1
"270-2019-1-917",2019-07-02,2019,2019,"West Yana","West Yana","Male",0.1,"6 lbs","DMP",NA,"july","07-02",1
"270-2019-1-920",2019-07-05,2019,2019,"West Yana","West Yana","Male",0.1,"6 lbs 15 oz","DMP",NA,"july","07-05",1
"270-2019-1-923",2019-07-05,2019,2019,"West Yana","West Yana","Male",0.1,"8 lbs 10 oz","DMP",NA,"july","07-05",1
"270-2019-1-924",2019-07-05,2019,2019,"West Yana","West Yana","Male",0.1,"7 lbs 1 oz","DMP",NA,"july","07-05",1
"270-2019-1-927",2019-07-10,2019,2019,"West Yana","West Yana","Male",0.1,"12 lbs 5 oz","DMP",NA,"july","07-10",1
"270-2019-1-929",2019-07-12,2019,2019,"West Yana","West Yana","Male",0.1,"5 lbs 10 oz","DMP",NA,"july","07-12",1
"270-2019-1-930",2019-07-15,2019,2019,"West Yana","West Yana","Male",0.1,"6 lbs 5 oz","DMP",NA,"july","07-15",1
"270-2019-1-932",2019-07-19,2019,2019,"West Yana","West Yana","Male",0.1,"7 lbs 9 oz","DMP",NA,"july","07-19",1
"270-2019-1-933",2019-07-19,2019,2019,"West Yana","West Yana","Male",0.1,"7 lbs 15 oz","DMP",NA,"july","07-19",1
"270-2019-1-934",2019-07-19,2019,2019,"West Yana","West Yana","Male",0.1,"8 lbs 14 oz","DMP",NA,"july","07-19",1
"270-2019-1-935",2019-07-23,2019,2019,"West Yana","West Yana","Male",0.1,"8 lbs 9 oz","DMP",NA,"july","07-23",1
"270-2019-1-938",2019-07-26,2019,2019,"West Yana","West Yana","Male",0.1,"7 lbs 1 oz","DMP",NA,"july","07-26",1
"270-2019-1-940",2019-07-31,2019,2019,"West Yana","West Yana","Male",0.1,"7 lbs 8 oz","DMP",NA,"july","07-31",1
"270-2019-1-941",2019-08-06,2019,2019,"West Yana","West Yana","Male",0.1,"6 lbs 8 oz","DMP",NA,"august","08-06",2
"270-2020-1-2001",2020-06-24,2020,2020,"West Yana","West Yana","Male",0.1,"7 lbs 2 oz","DMP",NA,"june","06-24",1
"270-2020-1-2003",2020-06-24,2020,2020,"West Yana","West Yana","Male",0.1,"8 lbs 0 oz","DMP",NA,"june","06-24",1
"270-2020-1-2004",2020-06-26,2020,2020,"West Yana","West Yana","Male",0.1,"5 lbs 15 oz","DMP",NA,"june","06-26",1
"270-2020-1-2007",2020-07-01,2020,2020,"West Yana","West Yana","Male",0.1,"10 lbs 11 oz","DMP",NA,"july","07-01",1
"270-2020-1-2008",2020-07-03,2020,2020,"West Yana","West Yana","Male",0.1,"7 lbs 14 oz","DMP",NA,"july","07-03",1
"270-2020-1-2009",2020-07-03,2020,2020,"West Yana","West Yana","Male",0.1,"9 lbs 3 oz","DMP",NA,"july","07-03",1
"270-2020-1-2010",2020-07-06,2020,2020,"West Yana","West Yana","Male",0.1,"7 lbs 8 oz","DMP",NA,"july","07-06",1
"270-2020-1-2011",2020-07-06,2020,2020,"West Yana","West Yana","Male",0.1,"7 lbs 5 oz","DMP",NA,"july","07-06",1
"270-2020-1-2013",2020-07-14,2020,2020,"West Yana","West Yana","Male",0.1,"5 lbs 13 oz","DMP",NA,"july","07-14",1
"270-2020-1-2014",2020-07-17,2020,2020,"West Yana","West Yana","Male",0.1,"10 lbs 14 oz","DMP",NA,"july","07-17",1
"270-2020-1-2020",2020-07-24,2020,2020,"West Yana","West Yana","Male",0.1,"8 lbs 6 oz","DMP",NA,"july","07-24",1
"270-2020-1-2027",2020-06-26,2020,2020,"West Yana","West Yana","Male",0.1,"7 lbs 14 oz","DMP",NA,"june","06-26",1
"270-2020-1-2028",2020-06-29,2020,2020,"West Yana","West Yana","Male",0.1,"9 lbs 10 oz","DMP",NA,"june","06-29",1
"270-2020-1-2031",2020-07-06,2020,2020,"West Yana","West Yana","Male",0.1,"7 lbs 11 oz","DMP",NA,"july","07-06",1
"270-2020-1-2034",2020-07-14,2020,2020,"West Yana","West Yana","Male",0.1,"10 lbs 0 oz","DMP",NA,"july","07-14",1
"270-2020-1-2037",2020-07-17,2020,2020,"West Yana","West Yana","Male",0.1,"5 lbs 1 oz","DMP",NA,"july","07-17",1
"270-2020-1-2038",2020-07-17,2020,2020,"West Yana","West Yana","Male",0.1,"8 lbs 14 oz","DMP",NA,"july","07-17",1
"270-2020-1-2039",2020-07-21,2020,2020,"West Yana","West Yana","Male",0.1,"10 lbs 1 oz","DMP",NA,"july","07-21",1
"270-2020-1-2040",2020-07-21,2020,2020,"West Yana","West Yana","Male",0.1,"8 lbs 13 oz","DMP",NA,"july","07-21",1
"270-2020-1-2041",2020-08-03,2020,2020,"West Yana","West Yana","Male",0.1,"6 lbs 0 oz","DMP",NA,"august","08-03",2
"270-2021-1-2102",2021-07-06,2021,2021,"West Yana","West Yana","Male",0.1,"8 lbs 6 oz","DMP",NA,"july","07-06",1
"270-2021-1-2106",2021-07-08,2021,2021,"West Yana","West Yana","Male",0.1,"9 lbs 3 oz","DMP",NA,"july","07-08",1
"270-2021-1-2109",2021-07-08,2021,2021,"West Yana","West Yana","Male",0.1,"7 lbs 5 oz","DMP",NA,"july","07-08",1
"270-2021-1-2113",2021-07-10,2021,2021,"West Yana","West Yana","Male",0.1,"5 lbs 5 oz","DMP",NA,"july","07-10",1
"270-2021-1-2121",2021-07-16,2021,2021,"West Yana","West Yana","Male",0.1,"7 lbs 8 oz","DMP",NA,"july","07-16",1
"270-2021-1-2124",2021-07-21,2021,2021,"West Yana","West Yana","Male",0.1,"9 lbs 5 oz","DMP",NA,"july","07-21",1
"270-2021-1-2127",2021-07-23,2021,2021,"West Yana","West Yana","Male",0.1,"7 lbs 4 oz","DMP",NA,"july","07-23",1
"270-2021-1-2130",2021-07-26,2021,2021,"West Yana","West Yana","Male",0.1,"6 lbs 12 oz","DMP",NA,"july","07-26",1
"270-2021-1-2133",2021-07-28,2021,2021,"West Yana","West Yana","Male",0.1,"5 lbs 12 oz","DMP",NA,"july","07-28",1
"270-2021-1-2136",2021-08-02,2021,2021,"West Yana","West Yana","Male",0.1,"8 lbs 1 oz","DMP",NA,"august","08-02",2
"270-2021-1-2137",2021-08-02,2021,2021,"West Yana","West Yana","Male",0.1,"9 lbs 14 oz","DMP",NA,"august","08-02",2
"270-2021-1-2141",2021-08-20,2021,2021,"West Yana","West Yana","Male",0.1,"8 lbs 1 oz","DMP",NA,"august","08-20",2
"270-2021-1-2142",2021-08-20,2021,2021,"West Yana","West Yana","Male",0.1,"9 lbs 9 oz","DMP",NA,"august","08-20",2
