p2.5,site
0.812202245,1
0.812057529,1
0.811912727,1
0.811737625,1
0.811556997,1
0.811376236,1
0.811195341,1
0.811014313,1
0.810815275,1
0.810615822,1
0.810416208,1
0.810216432,1
0.810016494,1
0.809816395,1
0.809616134,1
0.809415711,1
0.809215127,1
0.818552882,2
0.818806098,2
0.819059039,2
0.819311704,2
0.819564094,2
0.819816209,2
0.820064465,2
0.820270101,2
0.82046455,2
0.820658834,2
0.820852954,2
0.82104691,2
0.821240701,2
0.821434328,2
0.82162779,2
0.821821088,2
0.822014222,2
0.822207192,2
0.822399998,2
0.822592639,2
0.822785117,2
0.82297743,2
0.82316958,2
0.823385625,2
0.823611561,2
0.823838452,2
0.824065452,2
0.824292364,2
0.82454252,2
0.824792396,2
0.825041991,2
0.825291305,2
0.82554034,2
0.825748231,2
0.825954167,2
0.82615991,2
0.826365461,2
0.82657082,2
0.826775987,2
0.826987963,2
0.827210669,2
0.827433148,2
0.827647297,2
0.827852675,2
0.828057859,2
0.828259561,2
0.82843859,2
0.82867244,2
0.828877955,2
0.8291366,2
0.829407971,2
0.829648773,2
0.829871426,2
0.830112615,2
0.83031183,2
0.830530971,2
0.830749886,2
0.830968577,2
0.831187042,2
0.831405282,2
0.831624322,2
0.83184464,2
0.83210232,2
0.832365337,2
0.832670588,2
0.832976971,2
0.833271647,2
0.833533503,2
0.833746864,2
0.833960006,2
0.834172662,2
0.834351263,2
0.83453358,2
0.834715736,2
0.83489773,2
0.835079564,2
0.835261381,2
0.835445534,2
0.835634394,2
0.83589265,2
0.83615058,2
0.836408384,2
0.836667494,2
0.836895734,2
0.837105235,2
0.837314519,2
0.837523587,2
0.837715257,2
0.83793934,2
0.838145801,2
0.838352049,2
0.838558085,2
0.838763908,2
0.838969519,2
0.839174919,2
0.839380882,2
0.839586791,2
0.839792486,2
0.839997968,2
0.840203237,2
0.840408292,2
0.840613135,2
0.840817764,2
0.84102218,2
0.841226383,2
0.841430373,2
0.84163415,2
0.841837715,2
0.842011907,2
0.842161504,2
0.842310986,2
0.842479168,2
0.842684683,2
0.84288998,2
0.843095058,2
0.843299917,2
0.843504559,2
0.843709815,2
0.843915299,2
0.844120564,2
0.844325608,2
0.844497526,2
0.844648638,2
0.844800625,2
0.844952489,2
0.845149595,2
0.845403616,2
0.845657296,2
0.845910636,2
0.846160924,2
0.846373786,2
0.846515176,2
0.846749139,2
0.846979152,2
0.8471598,2
0.847296091,2
0.847432282,2
0.847568373,2
0.847704365,2
0.84786261,2
0.848032121,2
0.848232707,2
0.848449161,2
0.84866282,2
0.84887623,2
0.84909112,2
0.849307091,2
0.849506691,2
0.849736187,2
0.849948535,2
0.850160636,2
0.850372489,2
0.850585817,2
0.850800079,2
0.851014087,2
0.851227841,2
0.851380625,2
0.851640166,2
0.851764063,2
0.851856778,2
0.851953291,2
0.852188345,2
0.852460316,2
0.852690548,2
0.852818062,2
0.852971373,2
0.853204377,2
0.853439901,2
0.853660139,2
0.853886992,2
0.854068063,2
0.854208797,2
0.854350023,2
0.854515189,2
0.854744186,2
0.854972882,2
0.855202639,2
0.855432489,2
0.855662035,2
0.855891279,2
0.856064597,2
0.85623341,2
0.856402057,2
0.85657054,2
0.856738858,2
0.8568987,2
0.857038386,2
0.857238984,2
0.857407176,2
0.857574874,2
0.857749292,2
0.857969342,2
0.858189109,2
0.858369608,2
0.858540224,2
0.858710562,2
0.858877501,2
0.859048572,2
0.859241029,2
0.859435074,2
0.859566645,2
0.859726777,2
0.859895302,2
0.860063657,2
0.86023195,2
0.860413698,2
0.860620227,2
0.860751445,2
0.860901708,2
0.861033624,2
0.861187429,2
0.861351421,2
0.86154378,2
0.861737907,2
0.861904832,2
0.862110328,2
0.862312018,2
0.862457714,2
0.86260328,2
0.862748716,2
0.862901736,2
0.863066626,2
0.863248558,2
0.863446531,2
0.863649018,2
0.863851684,2
0.864054096,2
0.864229284,2
0.864345866,2
0.864462362,2
0.864578774,2
0.864711694,2
0.864875382,2
0.865039075,2
0.865213737,2
0.865388477,2
0.865563026,2
0.865737383,2
0.865911549,2
0.866085525,2
0.866259309,2
0.866401588,2
0.86654147,2
0.866704721,2
0.866829932,2
0.866986078,2
0.867146737,2
0.867307231,2
0.867467561,2
0.867628574,2
0.86778594,2
0.867936817,2
0.868079544,2
0.868222139,2
0.868364604,2
0.868509065,2
0.868687453,2
0.868895316,2
0.869066629,2
0.869225298,2
0.869385759,2
0.869546057,2
0.86973987,2
0.869940412,2
0.87008831,2
0.870215349,2
0.870353369,2
0.870489453,2
0.870628036,2
0.870806693,2
0.870966566,2
0.871108508,2
0.871212477,2
0.871316374,2
0.871448621,2
0.871584789,2
0.871775322,2
0.871959236,2
0.872090529,2
0.872228459,2
0.872391568,2
0.872495316,2
0.872627547,2
0.872760598,2
0.872894333,2
0.873060479,2
0.873230478,2
0.873389489,2
0.873514588,2
0.873643043,2
0.873784296,2
0.873934769,2
0.874085866,2
0.874236959,2
0.874389341,2
0.8745405,2
0.874676341,2
0.874808494,2
0.874940528,2
0.875063131,2
0.875185316,2
0.875339047,2
0.875470873,2
0.875601869,2
0.875665328,2
0.875812809,2
0.875960139,2
0.876107319,2
0.876254349,2
0.876388344,2
0.876493984,2
0.876558948,2
0.876623883,2
0.87669651,2
0.876825646,2
0.876954938,2
0.877084114,2
0.877213173,2
0.877342116,2
0.877470942,2
0.877599652,2
0.877727424,2
0.877858219,2
0.877984975,2
0.878111982,2
0.878239925,2
0.878368297,2
0.878496918,2
0.878639363,2
0.878754173,2
0.878879268,2
0.879006788,2
0.879134193,2
0.879261482,2
0.879388656,2
0.879532431,2
0.87965196,2
0.87980339,2
0.879916421,2
0.880055167,2
0.880189545,2
0.880318026,2
0.880446387,2
0.880559088,2
0.880667408,2
0.880788746,2
0.880919901,2
0.881094666,2
0.88123137,2
0.881362107,2
0.881467162,2
0.881587369,2
0.881655439,2
0.881778673,2
0.881901795,2
0.88202384,2
0.882113896,2
0.882203892,2
0.882293829,2
0.882383706,2
0.882473524,2
0.88256345,2
0.882653469,2
0.88274666,2
0.882854916,2
0.882944726,2
0.883034773,2
0.883138284,2
0.883239078,2
0.883330948,2
0.883414227,2
0.883496122,2
0.883613368,2
0.883714159,2
0.883817659,2
0.883881814,2
0.884058868,2
0.884173828,2
0.884289467,2
0.884402342,2
0.884521422,2
0.884636095,2
0.88475067,2
0.884833525,2
0.88494825,2
0.885072237,2
0.885163419,2
0.88527436,2
0.885343739,2
0.885446815,2
0.885550771,2
0.885655672,2
0.88578682,2
0.885876156,2
0.885952634,2
0.886028917,2
0.886123793,2
0.886205454,2
0.886287064,2
0.886368623,2
0.886450208,2
0.886532342,2
0.886619116,2
0.886721541,2
0.886799913,2
0.886900395,2
0.887019067,2
0.887140893,2
0.887272887,2
0.887372027,2
0.887453078,2
0.887542649,2
0.887634963,2
0.887732065,2
0.887849198,2
0.887950481,2
0.888051174,2
0.888152576,2
0.888254637,2
0.888357524,2
0.88846862,2
0.888599326,2
0.888704684,2
0.888809955,2
0.888915139,2
0.889020236,2
0.889077228,2
0.889167772,2
0.889267327,2
0.889368971,2
0.889469051,2
0.889546941,2
0.889670752,2
0.889766075,2
0.889830462,2
0.889895014,2
0.889961401,2
0.890027752,2
0.890105842,2
0.890229807,2
0.890353648,2
0.890477366,2
0.890600961,2
0.890724433,2
0.890847782,2
0.890964277,2
0.891044005,2
0.891117331,2
0.891190613,2
0.89126385,2
0.891337043,2
0.891464574,2
0.891486063,2
0.891553559,2
0.891690456,2
0.8918272,2
0.891963791,2
0.892054256,2
0.89207967,2
0.892105959,2
0.892178631,2
0.892304823,2
0.892399685,2
0.892470129,2
0.892520309,2
0.892616342,2
0.892710578,2
0.892787786,2
0.892854126,2
0.892902438,2
0.892987012,2
0.893078379,2
0.893099953,2
0.893121696,2
0.893164448,2
0.893249751,2
0.893277922,2
0.893312377,2
0.893344064,2
0.893388576,2
0.893458141,2
0.893527665,2
0.893597395,2
0.893668175,2
0.893738914,2
0.893808869,2
0.893868768,2
0.893928102,2
0.893987713,2
0.894047294,2
0.894105386,2
0.894184642,2
0.894265272,2
0.894346594,2
0.894439156,2
0.894546644,2
0.894637952,2
0.89475518,2
0.894858907,2
0.894927587,2
0.895012725,2
0.895068492,2
0.895104346,2
0.895150843,2
0.895229921,2
0.895310103,2
0.895390231,2
0.895470305,2
0.895550325,2
0.895630291,2
0.89570018,2
0.895750631,2
0.895790707,2
0.89583244,2
0.895874158,2
0.895915862,2
0.89595755,2
0.896050872,2
0.896109259,2
0.896161801,2
0.896229041,2
0.896297828,2
0.896331254,2
0.896385125,2
0.896464203,2
0.896544933,2
0.896625608,2
0.896706227,2
0.896742045,2
0.896817958,2
0.896907226,2
0.896980669,2
0.897036881,2
0.897088988,2
0.897154647,2
0.89723389,2
0.897313296,2
0.897389451,2
0.897447513,2
0.89752452,2
0.897591533,2
0.897658506,2
0.897711113,2
0.897764011,2
0.897860158,2
0.897926872,2
0.897951666,2
0.897947306,2
0.897982406,2
0.898073177,2
0.898167493,2
0.898222497,2
0.8983234,2
0.898420177,2
0.898438721,2
0.898473539,2
0.898496426,2
0.898519001,2
0.898553713,2
0.89861026,2
0.898634485,2
0.898658704,2
0.898682918,2
0.898707127,2
0.898731331,2
0.898755651,2
0.898806697,2
0.898838682,2
0.898910549,2
0.89893763,2
0.898974607,2
0.899026802,2
0.899075524,2
0.89912514,2
0.899174734,2
0.899180639,2
0.899204198,2
0.899271582,2
0.899340003,2
0.899408383,2
0.899477309,2
0.89952988,2
0.899579798,2
0.899602739,2
0.899668457,2
0.899727346,2
0.899777705,2
0.899806566,2
0.89981448,2
0.899828626,2
0.899904698,2
0.899981123,2
0.900057497,2
0.900127099,2
0.900158413,2
0.900189718,2
0.900221199,2
0.9002844,2
0.900362563,2
0.900430327,2
0.900480372,2
0.90049777,2
0.900533092,2
0.900588895,2
0.900645608,2
0.90072722,2
0.900780171,2
0.90083006,2
0.900879926,2
0.900929769,2
0.900979899,2
0.90103009,2
0.901070555,2
0.90110613,2
0.901141694,2
0.901177246,2
0.901230065,2
0.901269486,2
0.901308892,2
0.901320413,2
0.901387662,2
0.901427237,2
0.901467168,2
0.901517247,2
0.901575538,2
0.901634573,2
0.90170457,2
0.901792046,2
0.901869276,2
0.901931463,2
0.902017922,2
0.90205604,2
0.902085873,2
0.902115955,2
0.902161883,2
0.902213228,2
0.902235057,2
0.902251096,2
0.902267133,2
0.902291286,2
0.902320338,2
0.902349148,2
0.902329393,2
0.902344704,2
0.902360651,2
0.902372185,2
0.902391826,2
0.902406695,2
0.902422203,2
0.902438366,2
0.902454525,2
0.902470683,2
0.902488936,2
0.902533745,2
0.902593908,2
0.902654039,2
0.902714136,2
0.9027742,2
0.902834791,2
0.902873309,2
0.902903332,2
0.902933346,2
0.902975502,2
0.903001379,2
0.903027251,2
0.903072355,2
0.90309231,2
0.90311234,2
0.903137153,2
0.903166076,2
0.903195034,2
0.903223984,2
0.903253396,2
0.903281861,2
0.903310788,2
0.903339708,2
0.903372573,2
0.903449005,2
0.903525383,2
0.903583667,2
0.903593182,2
0.903602695,2
0.903612207,2
0.903621805,2
0.903631464,2
0.903642487,2
0.90365873,2
0.903687141,2
0.903716583,2
0.903745266,2
0.903773715,2
0.903802156,2
0.903830589,2
0.903859015,2
0.903887708,2
0.903916473,2
0.90394523,2
0.90397398,2
0.904002722,2
0.904031456,2
0.904060183,2
0.904088901,2
0.904117613,2
0.904146316,2
0.904175012,2
0.9042037,2
0.904232381,2
0.904261053,2
0.904289718,2
0.904318376,2
0.904347026,2
0.904376209,2
0.90440587,2
0.904435522,2
0.904462742,2
0.904493426,2
0.90452145,2
0.904550317,2
0.904579609,2
0.904610965,2
0.904663917,2
0.904716842,2
0.90476974,2
0.904822612,2
0.904875458,2
0.904928277,2
0.90498107,2
0.905034009,2
0.905048182,2
0.905048933,2
0.905049683,2
0.905050433,2
0.90506593,2
0.90510907,2
0.905152193,2
0.905195715,2
0.905212386,2
0.905197141,2
0.905181893,2
0.905180088,2
0.905207466,2
0.905235544,2
0.905264383,2
0.905293214,2
0.905322036,2
