animal_id,birth_year,age,status,cap_year
270-2011-1-202,2011,0.5,Captured,2011
270-2011-1-206,2011,0.5,Captured,2011
270-2011-1-209,2011,0.5,Captured,2011
270-2011-1-209,2011,2.5,Alive-Cuddy,2013
270-2011-1-209,2011,3.5,Alive-Cuddy,2014
270-2011-1-209,2011,4.5,Alive-Cuddy,2015
270-2011-1-213,2011,0.5,Captured,2011
270-2011-1-213,2011,1.5,Alive-Cuddy,2012
270-2011-1-213,2011,2.5,Captured,2013
270-2011-1-213,2011,3.5,Alive-Cuddy,2014
270-2011-1-213,2011,4.5,Alive-Cuddy,2015
270-2011-1-213,2011,5.5,Captured,2016
270-2011-1-213,2011,6.5,Captured,2017
270-2011-1-213,2011,7.5,Captured,2018
270-2011-1-213,2011,8.5,Captured,2019
270-2011-1-213,2011,9.5,Captured,2020
270-2011-1-213,2021,10.5,Captured,2021
270-2011-1-213,2011,11.5,Harvested,2022
270-2011-1-215,2011,0.5,Captured,2011
270-2011-1-215,2011,1.5,Captured,2012
270-2011-1-215,2011,2.5,Captured,2013
270-2011-1-215,2011,3.5,Captured,2014
270-2011-1-215,2011,4.5,Captured,2015
270-2011-1-215,2011,5.5,Captured,2016
270-2011-1-215,2011,6.5,Captured,2017
270-2011-1-215,2011,7.5,Captured,2018
270-2011-1-215,2011,8.5,Captured,2019
270-2011-1-215,2011,9.5,Alive-Cuddy,2020
270-2011-1-215,2021,10.5,Captured,2021
270-2011-1-215,2011,11.5,Captured,2022
270-2011-1-215,2011,11.5,Alive-Cuddy,2022
270-2011-1-224,2011,0.5,Captured,2011
270-2011-1-225,2011,0.5,Captured,2011
270-2011-1-225,2011,1.5,Alive-Cuddy,2012
270-2011-1-225,2011,2.5,Alive-Cuddy,2013
270-2011-1-225,2011,3.5,Alive-Cuddy,2014
270-2011-1-225,2011,5.5,Captured,2016
270-2011-1-225,2011,6.5,Alive-Cuddy,2017
270-2011-1-225,2011,7.5,Captured,2018
270-2011-1-225,2011,8.5,Captured,2019
270-2011-1-225,2011,9.5,Alive-Cuddy,2020
270-2011-1-225,2021,10.5,Captured,2021
270-2011-1-242,2011,0.5,Captured,2011
270-2011-1-242,2011,1.5,Captured,2012
270-2011-1-242,2011,2.5,Captured,2013
270-2011-1-242,2011,3.5,Alive-Cuddy,2014
270-2011-1-242,2011,4.5,Captured,2015
270-2011-1-242,2011,5.5,Captured,2016
270-2011-1-242,2011,7.5,Captured,2018
270-2011-1-242,2011,8.5,Captured,2019
270-2011-1-242,2021,10.5,Captured,2021
270-2011-1-242,2011,11.5,Harvested,2022
270-2011-1-243,2011,0.5,Captured,2011
270-2011-1-244,2011,0.5,Captured,2011
270-2011-1-244,2011,1.5,Captured,2012
270-2011-1-244,2011,2.5,Captured,2013
270-2011-1-244,2011,3.5,Captured,2014
270-2011-1-246,2011,0.5,Captured,2011
270-2011-1-246,2011,1.5,Alive-Cuddy,2012
270-2011-1-246,2011,2.5,Captured,2013
270-2011-1-246,2011,3.5,Captured,2014
270-2011-1-246,2011,5.5,Captured,2016
270-2011-1-246,2011,6.5,Captured,2017
270-2011-1-246,2011,7.5,Captured,2018
270-2011-1-246,2011,8.5,Captured,2019
270-2011-1-246,2011,9.5,Captured,2020
270-2011-1-246,2021,10.5,Captured,2021
270-2011-1-246,2011,11.5,Captured,2022
270-2011-1-247,2011,0.5,Captured,2011
270-2011-1-247,2011,1.5,Captured,2012
270-2011-1-247,2011,2.5,Captured,2013
270-2011-1-247,2011,3.5,Harvested,2014
270-2011-1-248,2011,0.5,Captured,2011
270-2011-1-248,2011,1.5,Captured,2012
270-2011-1-248,2011,2.5,Captured,2013
270-2011-1-248,2011,4.5,Captured,2015
270-2011-1-248,2011,5.5,Captured,2016
270-2011-1-248,2011,6.5,Alive-Cuddy,2017
270-2011-1-248,2011,7.5,Alive-Cuddy,2018
270-2011-1-248,2011,8.5,Captured,2019
270-2011-1-248,2011,9.5,Alive-Cuddy,2020
270-2011-1-248,2011,10.5,Alive-Cuddy,2021
270-2011-1-249,2011,0.5,Captured,2011
270-2011-1-249,2011,2.5,Alive-Cuddy,2013
270-2011-1-249,2011,3.5,Alive-Cuddy,2014
270-2011-1-250,2011,0.5,Captured,2011
270-2011-1-250,2011,1.5,Captured,2012
270-2011-1-250,2011,2.5,Captured,2013
270-2011-1-250,2011,3.5,Alive-Cuddy,2014
270-2011-1-250,2011,4.5,Captured,2015
270-2011-1-250,2011,5.5,Alive-Cuddy,2016
270-2011-1-260,2011,0.5,Captured,2011
270-2011-1-260,2011,1.5,Captured,2012
270-2011-1-260,2011,2.5,Captured,2013
270-2011-1-260,2011,3.5,Captured,2014
270-2011-1-260,2011,4.5,Captured,2015
270-2011-1-260,2011,5.5,Captured,2016
270-2011-1-260,2011,6.5,Captured,2017
270-2011-1-260,2011,7.5,Captured,2018
270-2011-1-260,2011,8.5,Captured,2019
270-2011-1-260,2011,9.5,Alive-Cuddy,2020
270-2011-1-260,2021,10.5,Captured,2021
270-2011-1-260,2011,11.5,Captured,2022
270-2011-1-261,2011,0.5,Captured,2011
270-2011-1-261,2011,1.5,Captured,2012
270-2011-1-261,2011,2.5,Alive-Cuddy,2013
270-2011-1-261,2011,3.5,Captured,2014
270-2011-1-261,2011,4.5,Captured,2015
270-2011-1-261,2011,5.5,Captured,2016
270-2011-1-261,2011,6.5,Captured,2017
270-2011-1-261,2011,7.5,Captured,2018
270-2011-1-261,2011,8.5,Captured,2019
270-2011-1-261,2011,9.5,Captured,2020
270-2011-1-266,2011,0.5,Captured,2011
270-2011-1-268,2011,0.5,Captured,2011
270-2011-1-268,2011,1.5,Captured,2012
270-2011-1-268,2011,2.5,Captured,2013
270-2011-1-268,2011,3.5,Captured,2014
270-2011-1-268,2011,4.5,Alive-Cuddy,2015
270-2011-1-268,2011,5.5,Captured,2016
270-2011-1-268,2011,6.5,Captured,2017
270-2011-1-269,2011,0.5,Captured,2011
270-2011-1-269,2011,1.5,Captured,2012
270-2011-1-269,2011,2.5,Captured,2013
270-2011-1-269,2011,3.5,Captured,2014
270-2011-1-269,2011,4.5,Captured,2015
270-2011-1-269,2011,5.5,Captured,2016
270-2011-1-269,2011,6.5,Captured,2017
270-2011-1-269,2011,7.5,Captured,2018
270-2011-1-269,2011,8.5,Captured,2019
270-2011-1-269,2011,9.5,Captured,2020
270-2011-1-269,2021,10.5,Captured,2021
270-2011-1-295,2011,0.5,Captured,2011
270-2011-1-295,2011,1.5,Captured,2012
270-2011-1-295,2011,2.5,Captured,2013
270-2011-1-295,2011,3.5,Captured,2014
270-2011-1-295,2011,4.5,Alive-Cuddy,2015
270-2011-1-295,2011,5.5,Captured,2016
270-2011-1-295,2011,6.5,Alive-Cuddy,2017
270-2011-1-295,2011,7.5,Captured,2018
270-2011-1-295,2011,9.5,Alive-Cuddy,2020
270-2011-1-295,2011,8.5,Nat Mortality,2019
270-2011-1-300,2011,0.5,Captured,2011
270-2011-1-318,2011,0.5,Captured,2011
270-2011-1-321,2011,0.5,Captured,2011
270-2011-1-321,2011,1.5,Alive-Cuddy,2012
270-2011-1-321,2011,2.5,Alive-Cuddy,2013
270-2011-1-322,2011,0.5,Captured,2011
270-2011-1-322,2011,1.5,Captured,2012
270-2011-1-322,2011,2.5,Captured,2013
270-2011-1-322,2011,3.5,Captured,2014
270-2011-1-322,2011,4.5,Captured,2015
270-2011-1-322,2011,5.5,Captured,2016
270-2011-1-322,2011,6.5,Captured,2017
270-2011-1-322,2011,7.5,Captured,2018
270-2011-1-322,2011,8.5,Nat Mortality,2019
270-2011-1-333,2011,0.5,Captured,2011
270-2011-1-333,2011,1.5,Captured,2012
270-2011-1-333,2011,2.5,Captured,2013
270-2011-1-333,2011,3.5,Captured,2014
270-2011-1-333,2011,4.5,Captured,2015
270-2011-1-333,2011,5.5,Captured,2016
270-2011-1-333,2011,6.5,Captured,2017
270-2011-1-333,2011,7.5,Captured,2018
270-2011-1-333,2011,8.5,Captured,2019
270-2011-1-333,2011,9.5,Captured,2020
270-2011-1-333,2021,10.5,Captured,2021
270-2011-1-333,2011,11.5,Captured,2022
270-2012-0-152,2012,0.5,Captured,2012
270-2012-0-153,2012,0.5,Captured,2012
270-2012-0-153,2012,1.5,Captured,2013
270-2012-0-153,2012,2.5,Alive-Cuddy,2014
270-2012-0-153,2012,3.5,Captured,2015
270-2012-0-153,2012,4.5,Alive-Cuddy,2016
270-2012-0-153,2012,5.5,Captured,2017
270-2012-0-153,2012,6.5,Captured,2018
270-2012-0-153,2012,7.5,Alive-Cuddy,2019
270-2012-0-153,2012,8.5,Captured,2020
270-2012-0-153,2021,9.5,Captured,2021
270-2012-0-330,2012,0.5,Captured,2012
270-2012-0-330,2012,1.5,Captured,2013
270-2012-0-330,2012,2.5,Captured,2014
270-2012-0-330,2012,3.5,Captured,2015
270-2012-0-330,2012,4.5,Captured,2016
270-2012-0-330,2012,5.5,Captured,2017
270-2012-0-330,2012,6.5,Captured,2018
270-2012-0-330,2012,7.5,Captured,2019
270-2012-0-330,2012,8.5,Captured,2020
270-2012-0-330,2012,10.5,Alive-Cuddy,2022
270-2012-0-331,2012,0.5,Captured,2012
270-2012-0-331,2012,1.5,Captured,2013
270-2012-0-331,2012,2.5,Captured,2014
270-2012-0-331,2012,3.5,Alive-Cuddy,2015
270-2012-0-331,2012,4.5,Captured,2016
270-2012-0-332,2012,0.5,Captured,2012
270-2012-0-332,2012,1.5,Captured,2013
270-2012-0-332,2012,2.5,Captured,2014
270-2012-0-333,2012,0.5,Captured,2012
270-2012-0-333,2012,1.5,Captured,2013
270-2012-0-333,2012,2.5,Captured,2014
270-2012-0-333,2012,3.5,Captured,2015
270-2012-0-333,2012,4.5,Captured,2016
270-2012-0-333,2012,5.5,Captured,2017
270-2012-0-333,2012,6.5,Captured,2018
270-2012-0-333,2012,7.5,Captured,2019
270-2012-0-333,2012,8.5,Nat Mortality,2020
270-2012-0-334,2012,0.5,Captured,2012
270-2012-0-334,2012,1.5,Captured,2013
270-2012-0-334,2012,2.5,Captured,2014
270-2012-0-334,2012,3.5,Captured,2015
270-2012-0-334,2012,4.5,Captured,2016
270-2012-0-334,2012,5.5,Captured,2017
270-2012-0-334,2012,6.5,Alive-Cuddy,2018
270-2012-0-334,2012,7.5,Alive-Cuddy,2019
270-2012-0-334,2012,8.5,Nat Mortality,2020
270-2012-0-335,2012,0.5,Captured,2012
270-2012-0-335,2012,1.5,Captured,2013
270-2012-0-335,2012,2.5,Captured,2014
270-2012-0-335,2012,3.5,Alive-Cuddy,2015
270-2012-0-336,2012,0.5,Captured,2012
270-2012-0-337,2012,0.5,Captured,2012
270-2012-0-337,2012,1.5,Captured,2013
270-2012-0-337,2012,2.5,Captured,2014
270-2012-0-337,2012,3.5,Captured,2015
270-2012-0-337,2012,4.5,Captured,2016
270-2012-0-337,2012,5.5,Captured,2017
270-2012-0-337,2012,6.5,Captured,2018
270-2012-0-337,2012,7.5,Captured,2019
270-2012-0-337,2012,8.5,Captured,2020
270-2012-0-337,2021,9.5,Captured,2021
270-2012-0-337,2012,10.5,Harvested,2022
270-2012-0-338,2012,0.5,Captured,2012
270-2012-0-338,2012,1.5,Captured,2013
270-2012-0-338,2012,2.5,Captured,2014
270-2012-0-338,2012,3.5,Alive-Cuddy,2015
270-2012-0-339,2012,0.5,Captured,2012
270-2012-0-339,2012,1.5,Captured,2013
270-2012-0-339,2012,2.5,Captured,2014
270-2012-0-340,2012,0.5,Captured,2012
270-2012-0-340,2012,1.5,Captured,2013
270-2012-0-340,2012,2.5,Captured,2014
270-2012-0-340,2012,3.5,Captured,2015
270-2012-0-340,2012,4.5,Captured,2016
270-2012-0-340,2012,5.5,Captured,2017
270-2012-0-340,2012,6.5,Captured,2018
270-2012-0-340,2012,7.5,Captured,2019
270-2012-0-340,2012,8.5,Alive-Cuddy,2020
270-2012-0-340,2021,9.5,Captured,2021
270-2012-0-340,2012,10.5,Captured,2022
270-2012-0-341,2012,0.5,Captured,2012
270-2012-0-341,2012,1.5,Captured,2013
270-2012-0-341,2012,2.5,Captured,2014
270-2012-0-341,2012,3.5,Captured,2015
270-2012-0-341,2012,4.5,Alive-Cuddy,2016
270-2012-0-341,2012,5.5,Alive-Cuddy,2017
270-2012-0-341,2012,6.5,Captured,2018
270-2012-0-341,2012,7.5,Captured,2019
270-2012-0-341,2012,8.5,Captured,2020
270-2012-0-341,2021,9.5,Captured,2021
270-2012-0-341,2012,10.5,Captured,2022
270-2012-0-342,2012,0.5,Captured,2012
270-2012-0-342,2012,1.5,Captured,2013
270-2012-0-342,2012,2.5,Captured,2014
270-2012-0-342,2012,3.5,Captured,2015
270-2012-0-342,2012,4.5,Captured,2016
270-2012-0-342,2012,5.5,Captured,2017
270-2012-0-342,2012,6.5,Captured,2018
270-2012-0-342,2012,7.5,Captured,2019
270-2012-0-342,2012,8.5,Captured,2020
270-2012-0-342,2021,9.5,Captured,2021
270-2012-0-342,2012,10.5,Harvested,2022
270-2012-0-343,2012,0.5,Captured,2012
270-2012-0-343,2012,1.5,Captured,2013
270-2012-0-343,2012,2.5,Captured,2014
270-2012-0-343,2012,3.5,Captured,2015
270-2012-0-343,2012,4.5,Alive-Cuddy,2016
270-2012-0-343,2012,5.5,Alive-Cuddy,2017
270-2012-0-344,2012,0.5,Captured,2012
270-2012-0-344,2012,1.5,Captured,2013
270-2012-0-344,2012,2.5,Captured,2014
270-2012-0-344,2012,3.5,Captured,2015
270-2012-0-344,2012,4.5,Captured,2016
270-2012-0-344,2012,5.5,Captured,2017
270-2012-0-344,2012,6.5,Captured,2018
270-2012-0-344,2012,7.5,Captured,2019
270-2012-0-344,2012,8.5,Captured,2020
270-2012-0-344,2021,9.5,Captured,2021
270-2012-0-344,2012,10.5,Harvested,2022
270-2012-0-345,2012,0.5,Captured,2012
270-2012-0-345,2012,1.5,Captured,2013
270-2012-0-345,2012,2.5,Alive-Cuddy,2014
270-2012-0-345,2012,4.5,Nat Mortality,2016
270-2012-1-207,2012,0.5,Captured,2012
270-2012-1-207,2012,1.5,Captured,2013
270-2012-1-207,2012,2.5,Captured,2014
270-2012-1-207,2012,3.5,Captured,2015
270-2012-1-207,2012,4.5,Captured,2016
270-2012-1-207,2012,5.5,Captured,2017
270-2012-1-207,2012,6.5,Alive-Cuddy,2018
270-2012-1-208,2012,0.5,Captured,2012
270-2012-1-224,2012,0.5,Captured,2012
270-2012-1-224,2012,1.5,Captured,2013
270-2012-1-224,2012,2.5,Captured,2014
270-2012-1-224,2012,3.5,Harvested,2015
270-2012-1-228,2012,0.5,Captured,2012
270-2012-1-229,2012,0.5,Captured,2012
270-2012-1-229,2012,1.5,Captured,2013
270-2012-1-229,2012,2.5,Captured,2014
270-2012-1-229,2012,3.5,Captured,2015
270-2012-1-229,2012,4.5,Captured,2016
270-2012-1-229,2012,5.5,Captured,2017
270-2012-1-229,2012,6.5,Captured,2018
270-2012-1-229,2012,7.5,Captured,2019
270-2012-1-229,2021,9.5,Captured,2021
270-2012-1-229,2012,10.5,Harvested,2022
270-2012-1-230,2012,0.5,Captured,2012
270-2012-1-230,2012,1.5,Alive-Cuddy,2013
270-2012-1-230,2012,3.5,Captured,2015
270-2012-1-230,2012,4.5,Captured,2016
270-2012-1-230,2012,5.5,Captured,2017
270-2012-1-230,2012,6.5,Captured,2018
270-2012-1-230,2012,7.5,Captured,2019
270-2012-1-230,2012,8.5,Captured,2020
270-2012-1-230,2021,9.5,Captured,2021
270-2012-1-230,2012,10.5,Nat Mortality,2022
270-2012-1-231,2012,0.5,Captured,2012
270-2012-1-231,2012,1.5,Captured,2013
270-2012-1-231,2012,2.5,Captured,2014
270-2012-1-231,2012,3.5,Captured,2015
270-2012-1-231,2012,4.5,Nat Mortality,2016
270-2012-1-232,2012,0.5,Captured,2012
270-2012-1-233,2012,0.5,Captured,2012
270-2012-1-233,2012,1.5,Captured,2013
270-2012-1-233,2012,2.5,Captured,2014
270-2012-1-233,2012,3.5,Captured,2015
270-2012-1-233,2012,4.5,Captured,2016
270-2012-1-233,2012,5.5,Captured,2017
270-2012-1-233,2012,6.5,Captured,2018
270-2012-1-233,2012,7.5,Captured,2019
270-2012-1-233,2012,8.5,Captured,2020
270-2012-1-236,2012,0.5,Captured,2012
270-2012-1-236,2012,1.5,Captured,2013
270-2012-1-236,2012,3.5,Captured,2015
270-2012-1-236,2012,4.5,Captured,2016
270-2012-1-236,2012,5.5,Captured,2017
270-2012-1-236,2012,6.5,Captured,2018
270-2012-1-236,2012,8.5,Nat Mortality,2020
270-2012-1-237,2012,0.5,Captured,2012
270-2012-1-237,2012,1.5,Captured,2013
270-2012-1-237,2012,3.5,Alive-Cuddy,2015
270-2012-1-237,2012,4.5,Captured,2016
270-2012-1-237,2012,5.5,Captured,2017
270-2012-1-237,2012,6.5,Alive-Cuddy,2018
270-2012-1-237,2012,7.5,Captured,2019
270-2012-1-237,2012,8.5,Captured,2020
270-2012-1-238,2012,0.5,Captured,2012
270-2012-1-248,2012,0.5,Captured,2012
270-2012-1-248,2012,1.5,Captured,2013
270-2012-1-248,2012,2.5,Captured,2014
270-2012-1-248,2012,3.5,Captured,2015
270-2012-1-248,2012,4.5,Captured,2016
270-2012-1-248,2012,5.5,Captured,2017
270-2012-1-248,2012,6.5,Captured,2018
270-2012-1-248,2012,7.5,Captured,2019
270-2012-1-248,2012,8.5,Captured,2020
270-2012-1-248,2012,9.5,Alive-Cuddy,2021
270-2012-1-250,2012,0.5,Captured,2012
270-2012-1-260,2012,0.5,Captured,2012
270-2012-1-260,2012,1.5,Captured,2013
270-2012-1-260,2012,2.5,Captured,2014
270-2012-1-260,2012,3.5,Alive-Cuddy,2015
270-2012-1-260,2012,4.5,Alive-Cuddy,2016
270-2012-1-262,2012,0.5,Captured,2012
270-2012-1-262,2012,1.5,Alive-Cuddy,2013
270-2012-1-262,2012,2.5,Captured,2014
270-2012-1-262,2012,3.5,Captured,2015
270-2012-1-262,2012,4.5,Captured,2016
270-2012-1-262,2012,5.5,Captured,2017
270-2012-1-262,2012,6.5,Captured,2018
270-2012-1-262,2012,7.5,Alive-Cuddy,2019
270-2012-1-262,2012,8.5,Alive-Cuddy,2020
270-2012-1-262,2021,9.5,Captured,2021
270-2012-1-262,2012,10.5,Captured,2022
270-2012-1-263,2012,0.5,Captured,2012
270-2012-1-263,2012,1.5,Captured,2013
270-2012-1-263,2012,2.5,Captured,2014
270-2012-1-263,2012,3.5,Captured,2015
270-2012-1-263,2012,5.5,Captured,2017
270-2012-1-263,2012,6.5,Captured,2018
270-2012-1-263,2012,7.5,Alive-Cuddy,2019
270-2012-1-263,2012,8.5,Captured,2020
270-2012-1-263,2021,9.5,Captured,2021
270-2012-1-263,2012,10.5,Dead-Capture,2022
270-2012-1-265,2012,0.5,Captured,2012
270-2012-1-265,2012,1.5,Captured,2013
270-2012-1-265,2012,2.5,Captured,2014
270-2012-1-265,2012,3.5,Captured,2015
270-2012-1-265,2012,4.5,Captured,2016
270-2012-1-265,2012,5.5,Captured,2017
270-2012-1-266,2012,0.5,Captured,2012
270-2012-1-266,2012,2.5,Captured,2014
270-2012-1-266,2012,3.5,Captured,2015
270-2012-1-266,2012,4.5,Captured,2016
270-2012-1-266,2012,5.5,Captured,2017
270-2012-1-266,2012,6.5,Captured,2018
270-2012-1-266,2012,7.5,Captured,2019
270-2012-1-266,2012,8.5,Captured,2020
270-2012-1-266,2021,9.5,Captured,2021
270-2012-1-266,2012,10.5,Captured,2022
270-2012-1-274,2012,0.5,Captured,2012
270-2012-1-277,2012,0.5,Captured,2012
270-2012-1-277,2012,1.5,Captured,2013
270-2012-1-277,2012,2.5,Alive-Cuddy,2014
270-2012-1-277,2012,3.5,Captured,2015
270-2012-1-277,2012,4.5,Captured,2016
270-2012-1-277,2012,5.5,Captured,2017
270-2012-1-277,2012,6.5,Captured,2018
270-2012-1-277,2012,7.5,Nat Mortality,2019
270-2012-1-278,2012,0.5,Captured,2012
270-2012-1-278,2012,1.5,Captured,2013
270-2012-1-278,2012,2.5,Captured,2014
270-2012-1-278,2012,3.5,Captured,2015
270-2012-1-278,2012,4.5,Captured,2016
270-2012-1-278,2012,5.5,Captured,2017
270-2012-1-278,2012,6.5,Alive-Cuddy,2018
270-2012-1-278,2012,7.5,Captured,2019
270-2012-1-278,2012,8.5,Captured,2020
270-2012-1-278,2021,9.5,Nat Mortality,2021
270-2012-1-284,2012,0.5,Captured,2012
270-2012-1-305,2012,0.5,Captured,2012
270-2012-1-314,2012,0.5,Captured,2012
270-2012-1-314,2012,1.5,Captured,2013
270-2012-1-314,2012,2.5,Captured,2014
270-2012-1-314,2012,3.5,Captured,2015
270-2012-1-314,2012,4.5,Captured,2016
270-2013-0-258,2013,0.5,Captured,2013
270-2013-0-258,2013,1.5,Alive-Cuddy,2014
270-2013-0-258,2013,2.5,Captured,2015
270-2013-0-258,2013,3.5,Captured,2016
270-2013-0-258,2013,4.5,Captured,2017
270-2013-0-259,2013,0.5,Captured,2013
270-2013-0-260,2013,0.5,Captured,2013
270-2013-0-260,2013,1.5,Captured,2014
270-2013-0-260,2013,2.5,Captured,2015
270-2013-0-260,2013,3.5,Captured,2016
270-2013-0-260,2013,4.5,Captured,2017
270-2013-0-260,2013,5.5,Captured,2018
270-2013-0-260,2013,6.5,Captured,2019
270-2013-0-260,2013,7.5,Alive-Cuddy,2020
270-2013-0-260,2021,8.5,Captured,2021
270-2013-0-260,2013,9.5,Captured,2022
270-2013-0-261,2013,0.5,Captured,2013
270-2013-0-261,2013,1.5,Captured,2014
270-2013-0-261,2013,2.5,Alive-Cuddy,2015
270-2013-0-262,2013,0.5,Captured,2013
270-2013-0-262,2013,1.5,Alive-Cuddy,2014
270-2013-0-262,2013,2.5,Captured,2015
270-2013-0-262,2013,3.5,Captured,2016
270-2013-0-262,2013,4.5,Captured,2017
270-2013-0-262,2013,5.5,Captured,2018
270-2013-0-262,2013,6.5,Captured,2019
270-2013-0-262,2013,7.5,Captured,2020
270-2013-0-262,2013,8.5,Nat Mortality,2021
270-2013-0-263,2013,0.5,Captured,2013
270-2013-0-263,2013,1.5,Alive-Cuddy,2014
270-2013-0-263,2013,2.5,Captured,2015
270-2013-0-263,2013,3.5,Captured,2016
270-2013-0-263,2013,4.5,Captured,2017
270-2013-0-263,2013,5.5,Captured,2018
270-2013-0-263,2013,6.5,Captured,2019
270-2013-0-263,2013,7.5,Captured,2020
270-2013-0-264,2013,0.5,Captured,2013
270-2013-0-264,2013,1.5,Alive-Cuddy,2014
270-2013-0-264,2013,2.5,Captured,2015
270-2013-0-264,2013,3.5,Captured,2016
270-2013-0-264,2013,4.5,Captured,2017
270-2013-0-264,2013,5.5,Captured,2018
270-2013-0-264,2013,6.5,Alive-Cuddy,2019
270-2013-0-264,2013,7.5,Alive-Cuddy,2020
270-2013-0-265,2013,0.5,Captured,2013
270-2013-0-265,2013,1.5,Captured,2014
270-2013-0-265,2013,2.5,Captured,2015
270-2013-0-265,2013,3.5,Captured,2016
270-2013-0-265,2013,4.5,Nat Mortality,2017
270-2013-0-266,2013,0.5,Captured,2013
270-2013-0-266,2013,1.5,Captured,2014
270-2013-0-266,2013,2.5,Captured,2015
270-2013-0-266,2013,3.5,Captured,2016
270-2013-0-266,2013,4.5,Alive-Cuddy,2017
270-2013-0-266,2013,5.5,Alive-Cuddy,2018
270-2013-0-266,2013,6.5,Captured,2019
270-2013-0-267,2013,0.5,Captured,2013
270-2013-0-267,2013,1.5,Captured,2014
270-2013-0-267,2013,2.5,Captured,2015
270-2013-0-267,2013,3.5,Alive-Cuddy,2016
270-2013-0-267,2013,4.5,Captured,2017
270-2013-0-267,2013,5.5,Captured,2018
270-2013-0-267,2013,6.5,Captured,2019
270-2013-0-267,2013,7.5,Alive-Cuddy,2020
270-2013-0-267,2021,8.5,Captured,2021
270-2013-0-267,2013,9.5,Captured,2022
270-2013-0-268,2013,0.5,Captured,2013
270-2013-0-268,2013,1.5,Captured,2014
270-2013-0-268,2013,2.5,Captured,2015
270-2013-0-268,2013,3.5,Captured,2016
270-2013-0-268,2013,4.5,Alive-Cuddy,2017
270-2013-0-269,2013,0.5,Captured,2013
270-2013-0-269,2013,1.5,Alive-Cuddy,2014
270-2013-0-269,2013,2.5,Captured,2015
270-2013-0-269,2013,3.5,Captured,2016
270-2013-0-269,2013,4.5,Alive-Cuddy,2017
270-2013-0-269,2013,5.5,Captured,2018
270-2013-0-269,2013,6.5,Captured,2019
270-2013-0-269,2013,7.5,Captured,2020
270-2013-0-270,2013,0.5,Captured,2013
270-2013-0-270,2013,1.5,Harvested,2014
270-2013-0-271,2013,0.5,Captured,2013
270-2013-0-271,2013,1.5,Captured,2014
270-2013-0-271,2013,2.5,Captured,2015
270-2013-0-271,2013,3.5,Captured,2016
270-2013-0-271,2013,4.5,Captured,2017
270-2013-0-271,2013,5.5,Captured,2018
270-2013-0-271,2013,6.5,Captured,2019
270-2013-0-271,2013,7.5,Captured,2020
270-2013-0-271,2013,9.5,Captured,2022
270-2013-0-272,2013,0.5,Captured,2013
270-2013-0-272,2013,1.5,Captured,2014
270-2013-0-272,2013,2.5,Captured,2015
270-2013-0-272,2013,3.5,Captured,2016
270-2013-0-272,2013,4.5,Captured,2017
270-2013-1-202,2013,0.5,Captured,2013
270-2013-1-202,2013,1.5,Alive-Cuddy,2014
270-2013-1-202,2013,2.5,Captured,2015
270-2013-1-202,2013,3.5,Captured,2016
270-2013-1-202,2013,4.5,Captured,2017
270-2013-1-202,2013,5.5,Captured,2018
270-2013-1-202,2013,6.5,Alive-Cuddy,2019
270-2013-1-202,2013,7.5,Captured,2020
270-2013-1-204,2013,0.5,Captured,2013
270-2013-1-204,2013,1.5,Captured,2014
270-2013-1-204,2013,2.5,Captured,2015
270-2013-1-204,2013,3.5,Captured,2016
270-2013-1-204,2013,4.5,Captured,2017
270-2013-1-204,2013,5.5,Captured,2018
270-2013-1-204,2013,6.5,Captured,2019
270-2013-1-204,2013,7.5,Captured,2020
270-2013-1-205,2013,0.5,Captured,2013
270-2013-1-205,2013,1.5,Captured,2014
270-2013-1-205,2013,2.5,Captured,2015
270-2013-1-210,2013,0.5,Captured,2013
270-2013-1-210,2013,1.5,Captured,2014
270-2013-1-210,2013,2.5,Captured,2015
270-2013-1-210,2013,3.5,Alive-Cuddy,2016
270-2013-1-210,2013,4.5,Captured,2017
270-2013-1-210,2013,5.5,Captured,2018
270-2013-1-210,2013,6.5,Captured,2019
270-2013-1-210,2021,8.5,Captured,2021
270-2013-1-210,2013,9.5,Captured,2022
270-2013-1-212,2013,0.5,Captured,2013
270-2013-1-212,2013,1.5,Captured,2014
270-2013-1-212,2013,2.5,Alive-Cuddy,2015
270-2013-1-212,2013,3.5,Captured,2016
270-2013-1-216,2013,0.5,Captured,2013
270-2013-1-216,2013,1.5,Captured,2014
270-2013-1-216,2013,2.5,Captured,2015
270-2013-1-216,2013,3.5,Alive-Cuddy,2016
270-2013-1-216,2013,4.5,Captured,2017
270-2013-1-216,2013,5.5,Captured,2018
270-2013-1-216,2013,6.5,Alive-Cuddy,2019
270-2013-1-216,2013,7.5,Alive-Cuddy,2020
270-2013-1-216,2013,8.5,Alive-Cuddy,2021
270-2013-1-217,2013,0.5,Captured,2013
270-2013-1-225,2013,0.5,Captured,2013
270-2013-1-225,2013,1.5,Nat Mortality,2014
270-2013-1-227,2013,0.5,Captured,2013
270-2013-1-227,2013,1.5,Harvested,2014
270-2013-1-230,2013,0.5,Captured,2013
270-2013-1-230,2013,7.5,Alive-Cuddy,2020
270-2013-1-231,2013,0.5,Captured,2013
270-2013-1-231,2013,1.5,Captured,2014
270-2013-1-231,2013,2.5,Alive-Cuddy,2015
270-2013-1-231,2013,3.5,Captured,2016
270-2013-1-231,2013,4.5,Captured,2017
