animal_id,date,year_cap,year_birth,cap_loc,rel_loc,sex,age,weight,dmp_past,B.C.Score,month
270-2019-1-934,7/19/2019,2019,2019,West Yana,West Yana,Male,0.1,8 lbs 14 oz,DMP,NA,july
270-2019-1-935,7/23/2019,2019,2019,West Yana,West Yana,Male,0.1,8 lbs 9 oz,DMP,NA,july
270-2019-1-938,7/26/2019,2019,2019,West Yana,West Yana,Male,0.1,7 lbs 1 oz,DMP,NA,july
270-2019-1-940,7/31/2019,2019,2019,West Yana,West Yana,Male,0.1,7 lbs 8 oz,DMP,NA,july
270-2019-1-941,8/6/2019,2019,2019,West Yana,West Yana,Male,0.1,6 lbs 8 oz,DMP,NA,august
270-2020-1-2001,6/24/2020,2020,2020,West Yana,West Yana,Male,0.1,7 lbs 2 oz,DMP,NA,june
270-2020-1-2003,6/24/2020,2020,2020,West Yana,West Yana,Male,0.1,8 lbs 0 oz,DMP,NA,june
270-2020-1-2004,6/26/2020,2020,2020,West Yana,West Yana,Male,0.1,5 lbs 15 oz,DMP,NA,june
270-2020-1-2007,7/1/2020,2020,2020,West Yana,West Yana,Male,0.1,10 lbs 11 oz,DMP,NA,july
270-2020-1-2008,7/3/2020,2020,2020,West Yana,West Yana,Male,0.1,7 lbs 14 oz,DMP,NA,july
270-2020-1-2009,7/3/2020,2020,2020,West Yana,West Yana,Male,0.1,9 lbs 3 oz,DMP,NA,july
270-2020-1-2010,7/6/2020,2020,2020,West Yana,West Yana,Male,0.1,7 lbs 8 oz,DMP,NA,july
270-2020-1-2011,7/6/2020,2020,2020,West Yana,West Yana,Male,0.1,7 lbs 5 oz,DMP,NA,july
270-2020-1-2013,7/14/2020,2020,2020,West Yana,West Yana,Male,0.1,5 lbs 13 oz,DMP,NA,july
270-2020-1-2014,7/17/2020,2020,2020,West Yana,West Yana,Male,0.1,10 lbs 14 oz,DMP,NA,july
270-2020-1-2020,7/24/2020,2020,2020,West Yana,West Yana,Male,0.1,8 lbs 6 oz,DMP,NA,july
270-2020-1-2027,6/26/2020,2020,2020,West Yana,West Yana,Male,0.1,7 lbs 14 oz,DMP,NA,june
270-2020-1-2028,6/29/2020,2020,2020,West Yana,West Yana,Male,0.1,9 lbs 10 oz,DMP,NA,june
270-2020-1-2031,7/6/2020,2020,2020,West Yana,West Yana,Male,0.1,7 lbs 11 oz,DMP,NA,july
270-2020-1-2034,7/14/2020,2020,2020,West Yana,West Yana,Male,0.1,10 lbs 0 oz,DMP,NA,july
270-2020-1-2037,7/17/2020,2020,2020,West Yana,West Yana,Male,0.1,5 lbs 1 oz,DMP,NA,july
270-2020-1-2038,7/17/2020,2020,2020,West Yana,West Yana,Male,0.1,8 lbs 14 oz,DMP,NA,july
270-2020-1-2039,7/21/2020,2020,2020,West Yana,West Yana,Male,0.1,10 lbs 1 oz,DMP,NA,july
270-2020-1-2040,7/21/2020,2020,2020,West Yana,West Yana,Male,0.1,8 lbs 13 oz,DMP,NA,july
270-2020-1-2041,8/3/2020,2020,2020,West Yana,West Yana,Male,0.1,6 lbs 0 oz,DMP,NA,august
270-2021-1-2102,7/6/2021,2021,2021,West Yana,West Yana,Male,0.1,8 lbs 6 oz,DMP,NA,july
270-2021-1-2106,7/8/2021,2021,2021,West Yana,West Yana,Male,0.1,9 lbs 3 oz,DMP,NA,july
270-2021-1-2109,7/8/2021,2021,2021,West Yana,West Yana,Male,0.1,7 lbs 5 oz,DMP,NA,july
270-2021-1-2113,7/10/2021,2021,2021,West Yana,West Yana,Male,0.1,5 lbs 5 oz,DMP,NA,july
270-2021-1-2121,7/16/2021,2021,2021,West Yana,West Yana,Male,0.1,7 lbs 8 oz,DMP,NA,july
270-2021-1-2124,7/21/2021,2021,2021,West Yana,West Yana,Male,0.1,9 lbs 5 oz,DMP,NA,july
270-2021-1-2127,7/23/2021,2021,2021,West Yana,West Yana,Male,0.1,7 lbs 4 oz,DMP,NA,july
270-2021-1-2130,7/26/2021,2021,2021,West Yana,West Yana,Male,0.1,6 lbs 12 oz,DMP,NA,july
270-2021-1-2133,7/28/2021,2021,2021,West Yana,West Yana,Male,0.1,5 lbs 12 oz,DMP,NA,july
270-2021-1-2136,8/2/2021,2021,2021,West Yana,West Yana,Male,0.1,8 lbs 1 oz,DMP,NA,august
270-2021-1-2137,8/2/2021,2021,2021,West Yana,West Yana,Male,0.1,9 lbs 14 oz,DMP,NA,august
270-2021-1-2141,8/20/2021,2021,2021,West Yana,West Yana,Male,0.1,8 lbs 1 oz,DMP,NA,august
270-2021-1-2142,8/20/2021,2021,2021,West Yana,West Yana,Male,0.1,9 lbs 9 oz,DMP,NA,august
