"mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
0.564849536082543,0.026113137919173,0.514002768075622,0.547170603598835,0.564801623887973,0.582583862744458,0.616642084569248,1.00065549093858,2314,0,1
0.564670269591771,0.0260426130943131,0.513963421931857,0.547038775610982,0.564621482424939,0.582355919002054,0.616326144033059,1.00065544129042,2314,0,1
0.564490977827206,0.0259720646055485,0.513924075615019,0.54690694102465,0.564441323899076,0.582127940066966,0.616010105257514,1.0006553917821,2314,0,1
0.564311660853615,0.025901492509614,0.513884729125596,0.546775099858003,0.564261148356345,0.581899926031204,0.615693968479091,1.00065534241363,2314,0,1
0.564132318735814,0.0258308968633234,0.513845382464075,0.546643252129209,0.564080955842722,0.581671876986836,0.615377733934587,1.00065529318501,2314,0,1
0.563952951538674,0.0257602777235683,0.513806035630941,0.546511397856439,0.563900746404205,0.581443793025992,0.615061401861124,1.00065524409625,2315,0,1
0.563773559327116,0.0256896351473191,0.513766688626683,0.546379537057871,0.563720520086806,0.581215674240858,0.614744972496141,1.00065519514733,2315,0,1
0.563594142166115,0.0256189691916239,0.513727341451787,0.546247669751682,0.563540276936556,0.58098752072368,0.614428446077397,1.00065514633828,2315,0,1
0.563414700120697,0.025548279913609,0.51368799410674,0.546115795956055,0.563360016999505,0.580759332566762,0.614111822842974,1.00065509766907,2315,0,1
0.56323523325594,0.0254775673704785,0.513648646592029,0.545983915689178,0.563179740321718,0.580531109862468,0.613795103031268,1.00065504913973,2315,0,1
0.563055741636972,0.0254068316195141,0.513609298908141,0.545852028969239,0.56299944694928,0.580302852703219,0.613478286880996,1.00065500075025,2315,0,1
0.562876225328975,0.025336072718075,0.513569951055563,0.545720135814434,0.562819136928292,0.580074561181494,0.613161374631192,1.00065495250063,2316,0,1
0.56269668439718,0.0252652907235979,0.513530603034783,0.545588236242958,0.562638810304873,0.57984623538983,0.612844366521203,1.00065490439088,2316,0,1
0.562517118906872,0.0251944856935967,0.513491254846286,0.545456330273013,0.562458467125158,0.579617875420824,0.612527262790698,1.000654856421,2316,0,1
0.562337528923384,0.0251236576856623,0.513451906490561,0.545324417922803,0.562278107435303,0.579389481367127,0.612210063679657,1.00065480859098,2316,0,1
0.562157914512104,0.0250528067574627,0.513412557968094,0.545192499210536,0.562097731281478,0.579161053321452,0.611892769428377,1.00065476090083,2316,0,1
0.561978275738466,0.0249819329667425,0.513373209279372,0.545060574154424,0.56191733870987,0.578932591376565,0.611575380277468,1.00065471335055,2317,0,1
0.561798612667959,0.024911036371323,0.513333860424882,0.544928642772682,0.561736929766686,0.578704095625293,0.611257896467854,1.00065466594015,2317,0,1
0.561618925366122,0.0248401170291022,0.513294511405112,0.544796705083528,0.561556504498148,0.578475566160519,0.610940318240771,1.00065461866962,2317,0,1
0.561439213898542,0.0247691749980542,0.513255162220548,0.544664761105185,0.561376062950496,0.578247003075181,0.610622645837769,1.00065457153897,2317,0,1
0.561259478330859,0.0246982103362293,0.513215812871677,0.544532810855878,0.561195605169987,0.578018406462277,0.610304879500706,1.00065452454819,2317,0,1
0.561079718728763,0.024627223101754,0.513176463358987,0.544400854353837,0.561015131202894,0.57778977641486,0.609987019471756,1.00065447769729,2317,0,1
0.560899935157994,0.0245562133528305,0.513137113682965,0.544268891617294,0.560834641095509,0.577561113026039,0.609669065993398,1.00065443098628,2318,0,1
0.560720127684342,0.024485181147737,0.513097763844097,0.544136922664485,0.56065413489414,0.577332416388982,0.609351019308424,1.00065438441514,2318,0,1
0.560540296373647,0.0244141265448269,0.513058413842871,0.54400494751365,0.56047361264511,0.577103686596911,0.609032879659934,1.00065433798389,2318,0,1
0.560360441291798,0.0243430496025293,0.513019063679774,0.543872966183033,0.560293074394763,0.576874923743105,0.608714647291335,1.00065429169252,2318,0,1
0.560180562504736,0.0242719503793485,0.512979713355293,0.543740978690878,0.560112520189456,0.576646127920898,0.608396322446342,1.00065424554104,2318,0,1
0.56000066007845,0.024200828933864,0.512940362869915,0.543608985055438,0.559931950075564,0.576417299223682,0.608077905368979,1.00065419952945,2318,0,1
0.559820734078979,0.0241296853247302,0.512901012224128,0.543476985294965,0.559751364099479,0.576188437744903,0.607759396303573,1.00065415365774,2319,0,1
0.559640784572412,0.0240585196106762,0.512861661418418,0.543344979427715,0.559570762307611,0.575959543578063,0.607440795494759,1.00065410792592,2319,0,1
0.559460811624885,0.0239873318505058,0.512822310453272,0.54321296747195,0.559390144746383,0.575730616816719,0.607122103187474,1.000654062334,2319,0,1
0.559280815302586,0.0239161221030975,0.512782959329178,0.543080949445934,0.559209511462239,0.575501657554485,0.606803319626963,1.00065401688196,2319,0,1
0.559100795671751,0.0238448904274039,0.512743608046623,0.542948925367932,0.559028862501635,0.575272665885028,0.606484445058771,1.00065397156982,2319,0,1
0.558920752798664,0.0237736368824517,0.512704256606095,0.542816895256216,0.558848197911048,0.575043641902071,0.606165479728748,1.00065392639756,2319,0,1
0.55874068674966,0.023702361527342,0.512664905008079,0.542684859129059,0.558667517736968,0.574814585699392,0.605846423883045,1.00065388136521,2320,0,1
0.558560597591121,0.0236310644212493,0.512625553253064,0.542552817004739,0.558486822025903,0.574585497370824,0.605527277768114,1.00065383647275,2320,0,1
0.558380485389477,0.0235597456234222,0.512586201341537,0.542420768901537,0.558306110824376,0.574356377010252,0.605208041630709,1.00065379172018,2320,0,1
0.558200350211209,0.0234884051931825,0.512546849273984,0.542288714837736,0.558125384178929,0.57412722471162,0.604888715717884,1.00065374710751,2320,0,1
0.558020192122844,0.0234170431899256,0.512507497050894,0.542156654831623,0.557944642136117,0.573898040568921,0.604569300276991,1.00065370263474,2320,0,1
0.557840011190957,0.0233456596731201,0.512468144672752,0.54202458890149,0.557763884742514,0.573668824676207,0.604249795555681,1.00065365830187,2320,0,1
0.557659807482175,0.0232742547023074,0.512428792140048,0.54189251706563,0.557583112044707,0.573439577127581,0.603930201801903,1.0006536141089,2321,0,1
0.557479581063167,0.0232028283371021,0.512389439453267,0.54176043934234,0.557402324089303,0.573210298017199,0.603610519263906,1.00065357005583,2321,0,1
0.557299332000655,0.0231313806371914,0.512350086612897,0.541628355749921,0.557221520922923,0.572980987439275,0.603290748190231,1.00065352614265,2321,0,1
0.557119060361406,0.023059911662335,0.512310733619425,0.541496266306677,0.557040702592202,0.572751645488071,0.602970888829717,1.00065348236938,2321,0,1
0.556938766212235,0.0229884214723651,0.512271380473339,0.541364171030915,0.556859869143794,0.572522272257907,0.602650941431498,1.00065343873601,2321,0,1
0.556758449620006,0.022916910127186,0.512232027175126,0.541232069940945,0.556679020624369,0.572292867843153,0.602330906245004,1.00065339524255,2321,0,1
0.556578110651628,0.0228453776867742,0.512192673725272,0.541099963055081,0.556498157080611,0.572063432338234,0.602010783519955,1.00065335188898,2322,0,1
0.556397749374059,0.0227738242111781,0.512153320124266,0.54096785039164,0.556317278559221,0.571833965837627,0.601690573506368,1.00065330867532,2322,0,1
0.556217365854304,0.0227022497605177,0.512113966372595,0.540835731968942,0.556136385106915,0.571604468435862,0.601370276454549,1.00065326560157,2322,0,1
0.556036960159413,0.0226306543949846,0.512074612470745,0.54070360780531,0.555955476770425,0.571374940227521,0.601049892615098,1.00065322266772,2322,0,1
0.555856532356486,0.0225590381748419,0.512035258419205,0.54057147791907,0.555774553596499,0.571145381307241,0.600729422238905,1.00065317987377,2322,0,1
0.555676082512668,0.0224874011604239,0.511995904218461,0.540439342328553,0.555593615631901,0.570915791769707,0.600408865577149,1.00065313721973,2322,0,1
0.555495610695151,0.0224157434121358,0.511956549869002,0.540307201052092,0.55541266292341,0.570686171709659,0.6000882228813,1.00065309470559,2322,0,1
0.555315116971172,0.0223440649904538,0.511917195371313,0.540175054108022,0.55523169551782,0.57045652122189,0.599767494403116,1.00065305233137,2323,0,1
0.555134601408017,0.0222723659559248,0.511877840725883,0.540042901514684,0.555050713461941,0.570226840401242,0.599446680394643,1.00065301009704,2323,0,1
0.554954064073016,0.0222006463691664,0.511838485933198,0.539910743290419,0.554869716802599,0.569997129342611,0.599125781108215,1.00065296800263,2323,0,1
0.554773505033547,0.0221289062908664,0.511799130993747,0.539778579453573,0.554688705586635,0.569767388140943,0.59880479679645,1.00065292604812,2323,0,1
0.554592924357033,0.0220571457817828,0.511759775908017,0.539646410022495,0.554507679860906,0.569537616891236,0.598483727712255,1.00065288423352,2323,0,1
0.554412322110942,0.0219853649027436,0.511720420676494,0.539514235015537,0.554326639672282,0.56930781568854,0.59816257410882,1.00065284255883,2323,0,1
0.554231698362789,0.0219135637146468,0.511681065299667,0.539382054451054,0.554145585067652,0.569077984627954,0.597841336239619,1.00065280102404,2324,0,1
0.554051053180136,0.0218417422784601,0.511641709778022,0.539249868347404,0.553964516093916,0.568848123804632,0.597520014358412,1.00065275962916,2324,0,1
0.553870386630586,0.0217699006552204,0.511602354112047,0.539117676722948,0.553783432797992,0.568618233313773,0.597198608719239,1.00065271837419,2324,0,1
0.553689698781793,0.0216980389060344,0.51156299830223,0.538985479596051,0.553602335226812,0.568388313250632,0.596877119576423,1.00065267725913,2324,0,1
0.553508989701451,0.0216261570920776,0.511523642349058,0.538853276985081,0.553421223427325,0.568158363710512,0.59655554718457,1.00065263628398,2324,0,1
0.553328259457303,0.0215542552745947,0.511484286253018,0.538721068908407,0.553240097446492,0.567928384788765,0.596233891798563,1.00065259544873,2324,0,1
0.553147508117136,0.0214823335148989,0.511444930014597,0.538588855384404,0.55305895733129,0.567698376580797,0.595912153673569,1.0006525547534,2324,0,1
0.55296673574878,0.0214103918743724,0.511405573634284,0.538456636431448,0.552877803128713,0.567468339182061,0.595590333065031,1.00065251419796,2325,0,1
0.552785942420111,0.0213384304144657,0.511366217112565,0.538324412067919,0.552696634885767,0.56723827268806,0.595268430228671,1.00065247378244,2325,0,1
0.552605128199051,0.0212664491966976,0.511326860449928,0.538192182312199,0.552515452649475,0.567008177194348,0.59494644542049,1.00065243350683,2325,0,1
0.552424293153564,0.0211944482826548,0.511287503646861,0.538059947182675,0.552334256466872,0.566778052796528,0.594624378896764,1.00065239337113,2325,0,1
0.552243437351661,0.0211224277339923,0.51124814670385,0.537927706697735,0.552153046385012,0.566547899590252,0.594302230914046,1.00065235337533,2325,0,1
0.552062560861394,0.0210503876124325,0.511208789621384,0.537795460875771,0.551971822450959,0.566317717671223,0.593980001729164,1.00065231351944,2325,0,1
0.551881663750863,0.0209783279797655,0.511169432399949,0.537663209735178,0.551790584711795,0.56608750713519,0.593657691599221,1.00065227380345,2326,0,1
0.551700746088207,0.0209062488978488,0.511130075040033,0.537530953294353,0.551609333214616,0.565857268077954,0.593335300781592,1.00065223422738,2326,0,1
0.551519807941614,0.0208341504286071,0.511090717542125,0.537398691571698,0.551428068006531,0.565627000595363,0.593012829533929,1.00065219479121,2326,0,1
0.551338849379312,0.020762032634032,0.51105135990671,0.537266424585616,0.551246789134665,0.565396704783315,0.592690278114151,1.00065215549495,2326,0,1
0.551157870469574,0.020689895576182,0.511012002134277,0.537134152354513,0.551065496646157,0.565166380737754,0.592367646780452,1.0006521163386,2326,0,1
0.550976871280716,0.0206177393171824,0.510972644225313,0.5370018748968,0.55088419058816,0.564936028554676,0.592044935791296,1.00065207732215,2326,0,1
0.550795851881099,0.0205455639192246,0.510933286180306,0.536869592230888,0.550702871007842,0.564705648330121,0.591722145405417,1.0006520384456,2326,0,1
0.550614812339125,0.0204733694445667,0.510893927999743,0.536737304375194,0.550521537952385,0.564475240160181,0.591399275881817,1.00065199970897,2327,0,1
0.550433752723239,0.0204011559555327,0.510854569684112,0.536605011348136,0.550340191468984,0.564244804140994,0.591076327479769,1.00065196111223,2327,0,1
0.550252673101931,0.0203289235145125,0.5108152112339,0.536472713168134,0.550158831604852,0.564014340368744,0.590753300458809,1.00065192265541,2327,0,1
0.550071573543732,0.0202566721839617,0.510775852649595,0.536340409853614,0.549977458407211,0.563783848939667,0.590430195078745,1.00065188433848,2327,0,1
0.549890454117216,0.0201844020264016,0.510736493931684,0.536208101423002,0.549796071923302,0.563553329950041,0.590107011599648,1.00065184616147,2327,0,1
0.549709314890999,0.0201121131044187,0.510697135080655,0.536075787894729,0.549614672200375,0.563322783496196,0.589783750281854,1.00065180812435,2327,0,1
0.549528155933742,0.0200398054806647,0.510657776096995,0.535943469287226,0.549433259285699,0.563092209674505,0.589460411385965,1.00065177022714,2327,0,1
0.549346977314144,0.0199674792178564,0.510618416981192,0.535811145618931,0.549251833226555,0.562861608581393,0.589136995172847,1.00065173246983,2328,0,1
0.54916577910095,0.0198951343787752,0.510579057733733,0.53567881690828,0.549070394070236,0.562630980313326,0.588813501903626,1.00065169485242,2328,0,1
0.548984561362944,0.0198227710262673,0.510539698355107,0.535546483173716,0.548888941864051,0.56240032496682,0.588489931839693,1.00065165737492,2328,0,1
0.548803324168955,0.0197503892232432,0.5105003388458,0.535414144433683,0.548707476655322,0.562169642638438,0.588166285242699,1.00065162003731,2328,0,1
0.54862206758785,0.0196779890326777,0.510460979206301,0.535281800706628,0.548525998491386,0.561938933424787,0.587842562374556,1.00065158283961,2328,0,1
0.548440791688541,0.0196055705176094,0.510421619437096,0.535149452011,0.548344507419593,0.561708197422521,0.587518763497435,1.0006515457818,2328,0,1
0.548259496539979,0.0195331337411412,0.510382259538674,0.535017098365252,0.548163003487305,0.561477434728341,0.587194888873767,1.0006515088639,2328,0,1
0.548078182211158,0.0194606787664392,0.510342899511521,0.534884739787839,0.547981486741901,0.561246645438993,0.58687093876624,1.00065147208589,2329,0,1
0.547896848771112,0.0193882056567333,0.510303539356126,0.53475237629722,0.54779995723077,0.561015829651269,0.586546913437799,1.00065143544778,2329,0,1
0.547715496288917,0.0193157144753165,0.510264179072977,0.534620007911855,0.547618415001316,0.560784987462005,0.586222813151647,1.00065139894957,2329,0,1
0.547534124833689,0.0192432052855448,0.51022481866256,0.534487634650209,0.547436860100958,0.560554118968085,0.585898638171242,1.00065136259126,2329,0,1
0.547352734474585,0.0191706781508373,0.510185458125364,0.534355256530746,0.547255292577127,0.560323224266436,0.585574388760296,1.00065132637284,2329,0,1
0.547171325280803,0.0190981331346757,0.510146097461876,0.534222873571938,0.547073712477267,0.560092303454031,0.585250065182777,1.00065129029431,2329,0,1
0.546989897321581,0.0190255703006042,0.510106736672584,0.534090485792254,0.546892119848835,0.559861356627887,0.584925667702904,1.00065125435568,2329,0,1
0.546808450666198,0.0189529897122292,0.510067375757975,0.533958093210171,0.546710514739303,0.559630383885068,0.584601196585149,1.00065121855694,2329,0,1
0.546626985383973,0.0188803914332193,0.510028014718537,0.533825695844165,0.546528897196155,0.55939938532268,0.584276652094237,1.0006511828981,2330,0,1
0.546445501544264,0.0188077755273052,0.509988653554757,0.533693293712715,0.546347267266889,0.559168361037874,0.583952034495142,1.00065114737915,2330,0,1
0.546263999216472,0.0187351420582789,0.509949292267124,0.533560886834305,0.546165624999015,0.558937311127846,0.58362734405309,1.00065111200009,2330,0,1
0.546082478470033,0.0186624910899943,0.509909930856126,0.53342847522742,0.545983970440056,0.558706235689836,0.583302581033554,1.00065107676092,2330,0,1
0.545900939374428,0.0185898226863665,0.509870569322248,0.533296058910548,0.54580230363755,0.558475134821127,0.582977745702257,1.00065104166163,2330,0,1
0.545719381999173,0.0185171369113716,0.509831207665981,0.53316363790218,0.545620624639047,0.558244008619046,0.582652838325168,1.00065100670224,2330,0,1
0.545537806413827,0.0184444338290467,0.50979184588781,0.533031212220808,0.545438933492108,0.558012857180966,0.582327859168504,1.00065097188274,2330,0,1
0.545356212687986,0.0183717135034898,0.509752483988224,0.532898781884928,0.54525723024431,0.557781680604299,0.582002808498728,1.00065093720312,2331,0,1
0.545174600891285,0.0182989759988592,0.50971312196771,0.532766346913039,0.54507551494324,0.557550478986503,0.581677686582546,1.00065090266338,2331,0,1
0.544992971093399,0.0182262213793736,0.509673759826757,0.532633907323643,0.544893787636501,0.55731925242508,0.58135249368691,1.00065086826353,2331,0,1
0.544811323364043,0.0181534497093119,0.509634397565852,0.532501463135242,0.544712048371705,0.557088001017573,0.581027230079015,1.00065083400357,2331,0,1
0.544629657772968,0.0180806610530129,0.509595035185482,0.532369014366343,0.544530297196479,0.556856724861569,0.580701896026298,1.00065079988349,2331,0,1
0.544447974389965,0.018007855474875,0.509555672686136,0.532236561035454,0.544348534158463,0.556625424054696,0.580376491796439,1.00065076590329,2331,0,1
0.544266273284864,0.0179350330393563,0.5095163100683,0.532104103161088,0.544166759305308,0.556394098694626,0.580051017657358,1.00065073206297,2331,0,1
0.544084554527531,0.0178621938109741,0.509476947332464,0.531971640761758,0.543984972684679,0.556162748879074,0.579725473877214,1.00065069836253,2331,0,1
0.543902818187874,0.017789337854305,0.509437584479113,0.531839173855981,0.543803174344253,0.555931374705795,0.579399860724405,1.00065066480197,2332,0,1
0.543721064335836,0.0177164652339843,0.509398221508738,0.531706702462275,0.543621364331718,0.555699976272588,0.579074178467571,1.00065063138129,2332,0,1
0.543539293041398,0.0176435760147061,0.509358858421824,0.531574226599162,0.543439542694777,0.555468553677291,0.578748427375586,1.00065059810048,2332,0,1
0.54335750437458,0.0175706702612231,0.50931949521886,0.531441746285167,0.543257709481143,0.555237107017788,0.57842260771756,1.00065056495955,2332,0,1
0.543175698405439,0.0174977480383461,0.509280131900334,0.531309261538815,0.543075864738544,0.555005636392,0.578096719762842,1.00065053195849,2332,0,1
0.542993875204069,0.0174248094109443,0.509240768466733,0.531176772378636,0.542894008514716,0.554774141897893,0.577770763781013,1.00065049909731,2332,0,1
0.542812034840602,0.0173518544439445,0.509201404918545,0.531044278823162,0.542712140857411,0.554542623633471,0.57744474004189,1.000650466376,2332,0,1
0.542630177385208,0.0172788832023314,0.509162041256258,0.530911780890927,0.542530261814393,0.554311081696782,0.577118648815522,1.00065043379456,2332,0,1
0.542448302908091,0.017205895751147,0.509122677480359,0.530779278600466,0.542348371433435,0.554079516185913,0.576792490372191,1.00065040135299,2333,0,1
0.542266411479496,0.0171328921554908,0.509083313591338,0.530646771970319,0.542166469762326,0.553847927198991,0.57646626498241,1.00065036905129,2333,0,1
0.542084503169701,0.0170598724805191,0.50904394958968,0.530514261019028,0.541984556848863,0.553616314834186,0.576139972916923,1.00065033688945,2333,0,1
0.541902578049023,0.0169868367914454,0.509004585475874,0.530381745765136,0.541802632740859,0.553384679189706,0.575813614446704,1.00065030486748,2333,0,1
0.541720636187814,0.0169137851535395,0.508965221250409,0.530249226227189,0.541620697486135,0.553153020363801,0.575487189842955,1.00065027298538,2333,0,1
0.541538677656464,0.0168407176321279,0.508925856913771,0.530116702423737,0.541438751132527,0.55292133845476,0.575160699377107,1.00065024124314,2333,0,1
0.541356702525398,0.0167676342925931,0.508886492466449,0.529984174373329,0.541256793727881,0.552689633560911,0.574834143320818,1.00065020964077,2333,0,1
0.541174710865077,0.016694535200374,0.50884712790893,0.52985164209452,0.541074825320056,0.552457905780625,0.574507521945971,1.00065017817826,2333,0,1
0.540992702745997,0.016621420420965,0.508807763241702,0.529719105605866,0.54089284595692,0.552226155212309,0.574180835524677,1.0006501468556,2334,0,1
0.540810678238693,0.0165482900199161,0.508768398465253,0.529586564925924,0.540710855686357,0.55199438195441,0.573854084329269,1.00065011567281,2334,0,1
0.540628637413733,0.0164751440628328,0.508729033580071,0.529454020073255,0.540528854556259,0.551762586105416,0.573527268632306,1.00065008462987,2334,0,1
0.54044658034172,0.0164019826153759,0.508689668586644,0.529321471066422,0.540346842614531,0.551530767763853,0.573200388706568,1.00065005372679,2334,0,1
0.540264507093293,0.0163288057432609,0.508650303485459,0.529188917923991,0.540164819909089,0.551298927028285,0.572873444825057,1.00065002296356,2334,0,1
0.540082417739128,0.0162556135122583,0.508610938277005,0.529056360664529,0.539982786487861,0.551067063997316,0.572546437260998,1.00064999234019,2334,0,1
0.539900312349934,0.0161824059881929,0.508571572961769,0.528923799306605,0.539800742398785,0.550835178769588,0.572219366287834,1.00064996185667,2334,0,1
0.539718190996455,0.0161091832369441,0.50853220754024,0.528791233868793,0.539618687689814,0.550603271443782,0.571892232179228,1.000649931513,2334,0,1
0.53953605374947,0.0160359453244453,0.508492842012904,0.528658664369666,0.539436622408907,0.550371342118617,0.571565035209062,1.00064990130919,2334,0,1
0.539353900679793,0.0159626923166837,0.50845347638025,0.528526090827801,0.539254546604039,0.550139390892848,0.571237775651436,1.00064987124522,2335,0,1
0.539171731858272,0.0158894242797004,0.508414110642766,0.528393513261778,0.539072460323192,0.549907417865272,0.570910453780664,1.00064984132109,2335,0,1
0.53898954735579,0.0158161412795897,0.50837474480094,0.528260931690178,0.538890363614364,0.54967542313472,0.570583069871279,1.00064981153682,2335,0,1
0.538807347243263,0.0157428433824995,0.508335378855259,0.528128346131583,0.53870825652556,0.549443406800062,0.570255624198026,1.00064978189238,2335,0,1
0.538625131591642,0.0156695306546304,0.508296012806212,0.527995756604581,0.538526139104798,0.549211368960205,0.569928117035867,1.0006497523878,2335,0,1
0.538442900471911,0.015596203162236,0.508256646654286,0.52786316312776,0.538344011400105,0.548979309714095,0.569600548659975,1.00064972302305,2335,0,1
0.538260653955089,0.0155228609716226,0.50821728039997,0.527730565719709,0.538161873459522,0.548747229160713,0.569272919345736,1.00064969379814,2335,0,1
0.538078392112228,0.0154495041491487,0.508177914043751,0.527597964399021,0.537979725331099,0.548515127399077,0.568945229368747,1.00064966471307,2335,0,1
0.537896115014413,0.0153761327612251,0.508138547586117,0.52746535918429,0.537797567062898,0.548283004528243,0.568617479004815,1.00064963576784,2335,0,1
0.537713822732762,0.0153027468743145,0.508099181027556,0.527332750094115,0.537615398702989,0.548050860647303,0.568289668529957,1.00064960696245,2336,0,1
0.537531515338427,0.0152293465549313,0.508059814368556,0.527200137147093,0.537433220299456,0.547818695855384,0.567961798220398,1.00064957829689,2336,0,1
0.537349192902594,0.0151559318696416,0.508020447609605,0.527067520361826,0.537251031900392,0.547586510251652,0.567633868352573,1.00064954977116,2336,0,1
0.537166855496478,0.0150825028850625,0.507981080751191,0.526934899756918,0.537068833553902,0.547354303935306,0.567305879203122,1.00064952138527,2336,0,1
0.536984503191332,0.0150090596678624,0.507941713793801,0.526802275350974,0.536886625308099,0.547122077005584,0.56697783104889,1.0006494931392,2336,0,1
