"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"int",2.54874615116746,0.260064921059039,2.07364404612262,2.3738596781279,2.53892588080947,2.70113128842155,3.10953814067558,1.00390109468186,516,0,1
"beta1",-1.01992105488119,0.152986669683536,-1.33738067213862,-1.11734639668595,-1.01731695685781,-0.912912581851593,-0.739406838436203,1.00245927948604,1500,0,1
"beta2",0.265804460647615,0.0480607880567797,0.186104031576637,0.231281943646327,0.261987550313915,0.296493169763392,0.367890557786141,1.00095567624655,1500,0,1
"beta3",0.165051030583969,0.238665185574986,-0.294107278481074,0.0073515489231907,0.162657894451002,0.32390292053924,0.635662258993744,0.999946262915883,1500,1,0.758
"beta4[1]",0,0,0,0,0,0,0,NA,1,1,1
"beta4[2]",0.122488739329693,0.26159054547712,-0.397684961103558,-0.0502730037627068,0.128445140841221,0.293399368760879,0.634329094268314,1.00331558737176,531,1,0.683333333333333
"beta4[3]",-0.029383483978882,0.295109812081591,-0.607190948624494,-0.224965726089386,-0.0355931379049941,0.174595794621669,0.537538215776105,1.00185861175596,1500,1,0.542
"beta5[1]",0,0,0,0,0,0,0,NA,1,1,1
"beta5[2]",-0.125482713361461,0.266092705735735,-0.639815048690197,-0.296301990543904,-0.109486430403183,0.0554935774051204,0.363143124285609,1.00135452588772,1129,1,0.674666666666667
"beta5[3]",-0.0556455624238378,0.279363594415369,-0.58663347068562,-0.236778880811584,-0.0622187269353262,0.133141231207924,0.500659405521807,1.00052114222518,1441,1,0.583333333333333
"eps2[1]",0.00562012732284044,0.455271441873036,-0.965815332757073,-0.195663302269445,0.00589507751800959,0.21651026153583,0.950190413024932,1.00186122907753,1500,1,0.508
"eps2[2]",0.301213926031658,0.315610673093944,-0.199174014249695,0.0817372854136445,0.24823737911906,0.47638152456782,1.00101935649497,1.00080509205727,1500,1,0.874
"eps2[3]",0.176085289570623,0.292391132117771,-0.327676975237622,-0.00368681745313321,0.138526040931958,0.333257222000663,0.831888681763014,1.00210469998355,1500,1,0.74
"eps2[4]",-0.122455609731191,0.260861101846507,-0.656657160408449,-0.271591496606209,-0.096723749760326,0.0303047295703672,0.379818833741901,0.999624986536275,1500,1,0.69
"eps2[5]",-0.150133297148777,0.287848162806901,-0.813140471285771,-0.318590797156107,-0.118925950859749,0.0251446517927278,0.402157067850388,1.00185212099301,1500,1,0.71
"eps2[6]",-0.0270946395225528,0.272764002409321,-0.651767941786158,-0.168139732977597,-0.0238594277241651,0.126795990444263,0.503815703877805,1.00121571688362,1500,1,0.543333333333333
"eps2[7]",-0.236474657948183,0.329984674201858,-1.02305742690535,-0.431776362467704,-0.18108321842289,-0.0215989190535355,0.302505549627863,1.00250226376132,666,1,0.781333333333333
"eps2[8]",0.272364434667146,0.402723663729845,-0.301347560789473,0.00255699551276181,0.180527405146214,0.459849086893055,1.27504026524627,1.00236463789369,874,1,0.754
"eps2[9]",0.0521431512372153,0.378673647545318,-0.674533953475221,-0.151722747448632,0.0229521582441091,0.225572685133751,0.899508064920573,1.00134969628183,1500,1,0.541333333333333
"eps2[10]",-0.158268191893104,0.376655102567422,-1.0709200181289,-0.337733471233671,-0.0959700920255273,0.0572633493505802,0.458961949933392,1.00872207389149,309,1,0.662
"eps2[11]",-0.0680882603356431,0.409462800044706,-0.927442102613602,-0.264159293841653,-0.0414966112338375,0.122436448426509,0.734858236301436,0.999376406339185,1500,1,0.574666666666667
"eps2[12]",-0.00601814699512071,0.432975125858502,-0.908493656552237,-0.197432874768224,0.00154528666895111,0.182786176540257,0.888706485452865,1.00041131947459,1500,1,0.495333333333333
"surv_diff[1,1]",0,0,0,0,0,0,0,NA,1,1,1
"surv_diff[50,1]",0,0,0,0,0,0,0,NA,1,1,1
"surv_diff[100,1]",0,0,0,0,0,0,0,NA,1,1,1
"surv_diff[1,2]",-0.0287590397593961,0.0430276442409831,-0.114046017799067,-0.054808047207292,-0.0268457086331358,-0.00152836096222528,0.0570312931497312,1.00195114152995,805,1,0.760666666666667
"surv_diff[50,2]",-0.00622792996390803,0.0189905718867774,-0.0427810049526106,-0.0188604754977938,-0.00599035621905375,0.0064178381436078,0.0312231344328185,1.00109817180959,1092,1,0.622666666666667
"surv_diff[100,2]",0.00725944721403118,0.0328763932562535,-0.0532910880707718,-0.0127863857538376,0.00470456036376443,0.0247801560776666,0.0768783877089906,1.00406267608587,582,1,0.581333333333333
"surv_diff[1,3]",-0.00223603160956331,0.0397402133007481,-0.0797331648811329,-0.0281256020397802,-0.00216458721704804,0.0230096686140572,0.0764368261459656,1.00017787492147,1500,1,0.520666666666667
"surv_diff[50,3]",-0.00455205624597187,0.020275669550378,-0.0449114889637637,-0.0175118651361815,-0.00410793284103089,0.00831936992076054,0.0349775890845196,1.00081941797788,1119,1,0.585333333333333
"surv_diff[100,3]",-0.00795860079272808,0.0424652649660804,-0.0994944513467405,-0.0298818307224063,-0.00565738441715213,0.0156399041037477,0.0720769657792883,1.00125100904559,1082,1,0.568
"survival[1,1]",0.90514168554605,0.0339692425119679,0.823126949848132,0.886589609214852,0.910415796568192,0.928183634046421,0.957234489600269,1.00040826006957,1500,0,1
"survival[2,1]",0.905765970848377,0.0332287240181022,0.825585288987846,0.887400228325932,0.910833064804794,0.928498648262364,0.956948363828352,1.00045232691976,1482,0,1
"survival[3,1]",0.906382992658712,0.0325026837877103,0.828016598501092,0.888206365460925,0.911235977833652,0.928569303240634,0.956761903841465,1.00049998762865,1415,0,1
"survival[4,1]",0.906992788212185,0.031791258963004,0.830008275031189,0.889155351677384,0.911631535451509,0.928735075220479,0.956505642066853,1.00055151536173,1352,0,1
"survival[5,1]",0.907595395781401,0.0310945931066199,0.832087255454497,0.890320674634967,0.912084888799845,0.928848306613971,0.956054005396838,1.00060719563815,1291,0,1
"survival[6,1]",0.908190854630982,0.0304128366628619,0.834649085550657,0.891266378105926,0.912429999514442,0.928899927134043,0.955696474932894,1.00066732554698,1233,0,1
"survival[7,1]",0.908779204972196,0.0297461473872985,0.836415529001931,0.892307663757524,0.912946095986461,0.929235639746857,0.955324895492051,1.00073221253899,1178,0,1
"survival[8,1]",0.909360487917746,0.029094690733942,0.837417970695696,0.89323207677408,0.913370908376387,0.92924648102298,0.955021351193602,1.00080217269657,1125,0,1
"survival[9,1]",0.909934745436776,0.0284586401877162,0.839136749702035,0.894236190516773,0.913531941965328,0.929255535668429,0.954615611006541,1.00087752837187,1076,0,1
"survival[10,1]",0.910502020310187,0.0278381775283032,0.841728869008816,0.894957523255431,0.913907959852027,0.929477691670075,0.954210121703269,1.00095860507083,1028,0,1
"survival[11,1]",0.911062356086302,0.027233493009784,0.844815267966793,0.896340100978521,0.914279933126962,0.929545685224159,0.954056871880757,1.00104572745051,983,0,1
"survival[12,1]",0.911615797036967,0.0266447854387843,0.84720437785413,0.897056376807369,0.914823662928037,0.929767375597466,0.95386425617751,1.00113921428986,940,0,1
"survival[13,1]",0.912162388114124,0.0260722621321724,0.848987577192352,0.898070705337769,0.915238376499703,0.929858876910371,0.953702618541575,1.00123937229195,900,0,1
"survival[14,1]",0.912702174906938,0.0255161387337999,0.850676297309171,0.898741665451878,0.915834974317475,0.929909687935921,0.953482753193869,1.00134648858084,861,0,1
"survival[15,1]",0.913235203599511,0.0249766388684321,0.852337324949277,0.899603655313379,0.916184102568194,0.930164060749065,0.953319815852885,1.00146082177184,825,0,1
"survival[16,1]",0.913761520929247,0.0244539936100021,0.854378435024653,0.900457095385759,0.916510037473777,0.930297360905902,0.953064351106907,1.00158259152229,791,0,1
"survival[17,1]",0.914281174145904,0.0239484407407859,0.856481892140203,0.901340807571883,0.916757033085738,0.930378679722312,0.953101533441325,1.00171196651556,758,0,1
"survival[18,1]",0.914794210971389,0.0234602237782084,0.858803838811686,0.902094493715304,0.917019001308859,0.93044203549587,0.952924071323807,1.00184905089611,728,0,1
"survival[19,1]",0.915300679560327,0.0229895907469365,0.860248621905782,0.902990889826328,0.917410512231948,0.930634137788959,0.953427056466949,1.00199386926121,699,0,1
"survival[20,1]",0.915800628461444,0.0225367926759048,0.86192447020029,0.903662532088218,0.917953028266893,0.930726091181517,0.953004654984486,1.00214635042814,672,0,1
"survival[21,1]",0.916294106579798,0.0221020818031536,0.863543439680598,0.904310148069373,0.918476524662657,0.930991300027205,0.952566290479291,1.00230631033235,647,0,1
"survival[22,1]",0.91678116313989,0.0216857094760347,0.865354081369025,0.905074075765517,0.918785293593656,0.931229787950495,0.952657224948994,1.00247343457217,623,0,1
"survival[23,1]",0.917261847649669,0.0212879237406218,0.867328117050218,0.905698887442435,0.919034021222862,0.931360144314131,0.952527273964237,1.0026472612907,601,0,1
"survival[24,1]",0.917736209865482,0.0209089666221565,0.8692166165473,0.906092384606601,0.919551712570212,0.931622954776767,0.952309216555709,1.0028271652675,581,0,1
"survival[25,1]",0.918204299757952,0.0205490711080821,0.871250799674092,0.906734132957057,0.91996658181239,0.931947974423245,0.952303644704787,1.0030123442643,562,0,1
"survival[26,1]",0.918666167478836,0.0202084578565867,0.87283021777988,0.907442339305159,0.920534916661346,0.932218614207613,0.952291204187988,1.00320180881219,544,0,1
"survival[27,1]",0.919121863328848,0.0198873316663364,0.873889907308621,0.90810405679872,0.920814684889076,0.932449297777274,0.9524567165917,1.0033943767173,528,0,1
"survival[28,1]",0.919571437726487,0.0195858777568376,0.875432643480984,0.908478423440856,0.921261096080691,0.932587297351596,0.952667370966104,1.00358867357273,513,0,1
"survival[29,1]",0.920014941177844,0.0193042579230344,0.876654096492269,0.909095249125093,0.92163888981082,0.932911621092372,0.952568074310494,1.00378314047123,499,0,1
"survival[30,1]",0.920452424247428,0.0190426066415552,0.878631497436724,0.909725759921276,0.921992492582692,0.933175507031368,0.952652414689958,1.00397604989516,487,0,1
"survival[31,1]",0.920883937529984,0.0188010272185671,0.87999177775125,0.910193376013427,0.922378660729869,0.933550125669293,0.952973265043744,1.00416553040837,476,0,1
"survival[32,1]",0.921309531623326,0.0185795880794666,0.880973205867512,0.910621142570443,0.922554845548613,0.933937833567364,0.953437738246443,1.00434960029073,466,0,1
"survival[33,1]",0.921729257102171,0.0183783193075936,0.881852649063844,0.911160312527198,0.922920015304329,0.934247917835573,0.953564757957409,1.00452620966382,457,0,1
