p97.5,site
0.919207796,1
0.919197316,1
0.919184317,1
0.919178094,1
0.919188027,1
0.919230146,1
0.919287198,1
0.919343976,1
0.919371871,1
0.919348141,1
0.919389791,1
0.919390006,1
0.919443205,1
0.919453695,1
0.919444252,1
0.919414625,1
0.9193845,1
0.919423556,1
0.919385611,1
0.919345832,1
0.919305991,1
0.919337382,1
0.919451356,1
0.919468006,1
0.919462036,1
0.919456067,1
0.919465814,1
0.919511768,1
0.919557697,1
0.919603603,1
0.91962547,1
0.919613805,1
0.919646208,1
0.919680612,1
0.91971446,1
0.919745671,1
0.919776731,1
0.919751932,1
0.919792412,1
0.919836225,1
0.919880015,1
0.919923784,1
0.919972473,1
0.920011931,1
0.920057123,1
0.920100131,1
0.920135316,1
0.920141858,1
0.920168992,1
0.920201281,1
0.920232624,1
0.920231019,1
0.920219243,1
0.92020673,1
0.920210472,1
0.92028836,1
0.920308019,1
0.920369492,1
0.920428847,1
0.92048523,1
0.920551106,1
0.920612074,1
0.920672507,1
0.920664635,1
0.920688433,1
0.920721433,1
0.920753417,1
0.920784673,1
0.920815918,1
0.920847151,1
0.920842358,1
0.920853091,1
0.920923267,1
0.920976396,1
0.921009553,1
0.921041259,1
0.921072714,1
0.921105378,1
0.921138749,1
0.921185798,1
0.921291629,1
0.921397329,1
0.921496294,1
0.921517307,1
0.921536993,1
0.921555943,1
0.92157489,1
0.921593832,1
0.921612769,1
0.921631703,1
0.921650632,1
0.921688894,1
0.921748323,1
0.92180771,1
0.921867055,1
0.921923406,1
0.921948112,1
0.921972811,1
0.922000128,1
0.922074485,1
0.922147518,1
0.922181975,1
0.922238659,1
0.922316052,1
0.922393375,1
0.922470628,1
0.922547617,1
0.922624365,1
0.922701043,1
0.92276531,1
0.922825324,1
0.922885296,1
0.92294489,1
0.923003919,1
0.923062906,1
0.923121852,1
0.92316551,1
0.923208331,1
0.923251131,1
0.923316639,1
0.923398514,1
0.923416743,1
0.92342211,1
0.9234648,1
0.923506784,1
0.923548632,1
0.923590459,1
0.923632265,1
0.923674049,1
0.923715813,1
0.923757555,1
0.923799277,1
0.923840978,1
0.923870118,1
0.923897436,1
0.923924448,1
0.923950683,1
0.923954519,1
0.923987299,1
0.924022773,1
0.924037037,1
0.924061915,1
0.924112146,1
0.924168607,1
0.924226573,1
0.924284257,1
0.924312045,1
0.924337353,1
0.924362653,1
0.924387945,1
0.924413228,1
0.924438039,1
0.924462127,1
0.924486207,1
0.92451028,1
0.924534347,1
0.924558406,1
0.924582458,1
0.924606503,1
0.924630541,1
0.924654572,1
0.924678595,1
0.924710931,1
0.924738314,1
0.924784615,1
0.924836767,1
0.924887765,1
0.924938731,1
0.924975738,1
0.924997422,1
0.925019101,1
0.925040774,1
0.925093107,1
0.925157015,1
0.925220874,1
0.925284683,1
0.925348441,1
0.925412149,1
0.925475808,1
0.925539416,1
0.925602974,1
0.925659393,1
0.925710954,1
0.925762481,1
0.925813975,1
0.925865436,1
0.925916865,1
0.92596826,1
0.926019623,1
0.926070953,1
0.92612225,1
0.926180738,1
0.926240257,1
0.926299733,1
0.926359164,1
0.926418551,1
0.926477893,1
0.926492386,1
0.926527132,1
0.926577579,1
0.926627993,1
0.926678375,1
0.926728726,1
0.926774647,1
0.926829816,1
0.926880556,1
0.926931263,1
0.926981937,1
0.927032579,1
0.927083189,1
0.927133767,1
0.927184312,1
0.927234824,1
0.927285305,1
0.92733771,1
0.927396167,1
0.92745443,1
0.92751265,1
0.927565742,1
0.927598339,1
0.927635279,1
0.927685489,1
0.927735646,1
0.927785255,1
0.927834834,1
0.92788438,1
0.927933896,1
0.92798338,1
0.928028001,1
0.92806539,1
0.92810276,1
0.928140113,1
0.92819376,1
0.928258637,1
0.92832346,1
0.928380657,1
0.928416513,1
0.928449391,1
0.928500956,1
0.928552486,1
0.928603982,1
0.928655443,1
0.928706871,1
0.928758264,1
0.928809623,1
0.928860948,1
0.928912238,1
0.928963495,1
0.929014717,1
0.929065905,1
0.929117059,1
0.929168179,1
0.92921798,1
0.929257395,1
0.929293846,1
0.929330281,1
0.929366698,1
0.929432458,1
0.929504992,1
0.929560253,1
0.929587049,1
0.929610221,1
0.929633385,1
0.929656542,1
0.929679692,1
0.929702835,1
0.929729911,1
0.929766137,1
0.929802346,1
0.929838537,1
0.929874711,1
0.92991065,1
0.9299504,1
0.930026921,1
0.930103363,1
0.930179728,1
0.93024545,1
0.930268947,1
0.930346245,1
0.930432263,1
0.930517407,1
0.930554677,1
0.930574287,1
0.930593253,1
0.930612104,1
0.93063095,1
0.930699483,1
0.93077354,1
0.930847523,1
0.930921433,1
0.93099527,1
0.931045594,1
0.931087078,1
0.93112809,1
0.93116886,1
0.931209608,1
0.931250334,1
0.931291038,1
0.931331719,1
0.931372378,1
0.931413014,1
0.931453628,1
0.93149422,1
0.93153479,1
0.931575337,1
0.931615862,1
0.931658532,1
0.931721414,1
0.931784241,1
0.931847015,1
0.931909736,1
0.931972402,1
0.932035015,1
0.932097575,1
0.932160081,1
0.932222534,1
0.932284933,1
0.932337558,1
0.932384931,1
0.932432272,1
0.932479583,1
0.932536558,1
0.932604475,1
0.932687915,1
0.93277126,1
0.932840862,1
0.932870448,1
0.932925749,1
0.932990127,1
0.933050887,1
0.933090145,1
0.933129342,1
0.933168518,1
0.933207672,1
0.933246806,1
0.933285918,1
0.933325008,1
0.933364077,1
0.933403125,1
0.933442152,1
0.933481158,1
0.933520142,1
0.933559105,1
0.933598047,1
0.933636967,1
0.933675866,1
0.933736638,1
0.933803443,1
0.933870185,1
0.933936577,1
0.93400286,1
0.93406908,1
0.934113115,1
0.93414835,1
0.934182238,1
0.934224812,1
0.934251428,1
0.934286536,1
0.934339599,1
0.934409425,1
0.934479182,1
0.934548507,1
0.934617755,1
0.934686935,1
0.934735899,1
0.934783856,1
0.93483178,1
0.934879671,1
0.934927529,1
0.934975354,1
0.935022982,1
0.935078155,1
0.935140742,1
0.935203273,1
0.935265748,1
0.935328167,1
0.93539053,1
0.935452836,1
0.935515087,1
0.935577282,1
0.935639421,1
0.935701505,1
0.935763532,1
0.935825504,1
0.93588742,1
0.935949281,1
0.936011085,1
0.936072835,1
0.936134528,1
0.936196167,1
0.93625775,1
0.936319277,1
0.936380749,1
0.936442166,1
0.936503158,1
0.936563952,1
0.936624691,1
0.936685375,1
0.936746005,1
0.936806581,1
0.936861018,1
0.936901427,1
0.936941812,1
0.936982173,1
0.937022509,1
0.937067326,1
0.937131292,1
0.937195196,1
0.937259041,1
0.937322824,1
0.937386547,1
0.93745021,1
0.937513812,1
0.937577353,1
0.937640835,1
0.937704256,1
0.937767617,1
0.937830918,1
0.937894158,1
0.937957339,1
0.938020459,1
0.93808352,1
0.93814652,1
0.938209461,1
0.938272342,1
0.938335163,1
0.938397924,1
0.938460626,1
0.938523268,1
0.93858585,1
0.938648373,1
0.93871063,1
0.938753787,1
0.938783434,1
0.938813067,1
0.938842687,1
0.938872292,1
0.938901757,1
0.938930721,1
0.938959671,1
0.939002356,1
0.939061581,1
0.939120751,1
0.939179868,1
0.939238931,1
0.93929794,1
0.939356895,1
0.939415796,1
0.939474644,1
0.939528479,1
0.939566317,1
0.939604133,1
0.939641927,1
0.939679698,1
0.939717447,1
0.939755174,1
0.939792878,1
0.939830561,1
0.939868221,1
0.939905858,1
0.939943474,1
0.939981067,1
0.940018638,1
0.940056187,1
0.940093713,1
0.940131218,1
0.940168172,1
0.940205062,1
0.94024193,1
0.940278777,1
0.940315603,1
0.940352407,1
0.94038919,1
0.940425952,1
0.940462693,1
0.940499413,1
0.940536111,1
0.940572788,1
0.940609444,1
0.940646079,1
0.940682692,1
0.940719284,1
0.940755856,1
0.940795368,1
0.940845994,1
0.940896579,1
0.940947123,1
0.940997627,1
0.94104809,1
0.941098513,1
0.941150925,1
0.941211579,1
0.941272174,1
0.94133271,1
0.941393187,1
0.941453606,1
0.941513966,1
0.941574268,1
0.94163451,1
0.941676211,1
0.941711757,1
0.941749422,1
0.9418084,1
0.941867322,1
0.941926189,1
0.941984999,1
0.942043753,1
0.942102452,1
0.942161095,1
0.942219682,1
0.942278213,1
0.942336688,1
0.942395108,1
0.942453473,1
0.942511782,1
0.942570035,1
0.942628233,1
0.942686376,1
0.942744463,1
0.942802495,1
0.942860472,1
0.942918393,1
0.942976259,1
0.94303407,1
0.943091827,1
0.943149528,1
0.943207174,1
0.94326463,1
0.943321628,1
0.943378571,1
0.943435461,1
0.943492296,1
0.943549078,1
0.943594524,1
0.943632453,1
0.943670359,1
0.94370824,1
0.943746097,1
0.94378393,1
0.943821739,1
0.943859524,1
0.943897284,1
0.943935021,1
0.943972734,1
0.944010422,1
0.944048087,1
0.944085728,1
0.944123344,1
0.944160937,1
0.944198209,1
0.944235152,1
0.944272072,1
0.944308969,1
0.944345842,1
0.944382693,1
0.944419521,1
0.944456326,1
0.905650654,2
0.905662889,2
0.905691516,2
0.905720135,2
0.905740968,2
0.905723227,2
0.905705483,2
0.905695366,2
0.905702348,2
0.905713342,2
0.905767105,2
0.905820839,2
0.905874534,2
0.905927865,2
0.905981169,2
0.906034257,2
0.906051023,2
0.906067614,2
0.906083764,2
0.90609991,2
0.906118526,2
0.906156498,2
0.906194292,2
0.90623152,2
0.906268734,2
0.90630684,2
0.90634524,2
0.90638377,2
0.906428653,2
0.90647289,2
0.906493996,2
0.906503322,2
0.906512648,2
0.906577175,2
0.906640149,2
0.90666974,2
0.906693082,2
0.90670748,2
0.906721783,2
0.906735931,2
0.906750076,2
0.90676422,2
0.906778362,2
0.906792503,2
0.906806641,2
0.906820777,2
0.906834911,2
0.906849044,2
0.906863174,2
0.906888127,2
0.906918816,2
0.906949495,2
0.906980165,2
0.907010826,2
0.907041478,2
0.907072121,2
0.907102755,2
0.907127816,2
0.907147706,2
0.907167592,2
0.907187475,2
0.907207354,2
0.907227128,2
0.907246727,2
0.907266323,2
0.907285915,2
0.907305503,2
0.907340126,2
0.907377702,2
0.907415124,2
0.907423043,2
0.907436534,2
0.907481223,2
0.907504107,2
0.90753645,2
0.907553338,2
0.907563971,2
0.90758378,2
0.907603585,2
0.907623387,2
0.907643185,2
0.907662979,2
0.907678102,2
0.907693215,2
0.907708326,2
0.907735504,2
0.907763095,2
0.90778376,2
0.907804419,2
0.907861269,2
0.907904673,2
0.907914714,2
0.90795615,2
0.90799771,2
0.908040062,2
0.908082397,2
0.908124713,2
0.908166405,2
0.908198837,2
0.908209157,2
0.908219475,2
0.908229792,2
0.908240108,2
0.908250422,2
0.908260736,2
0.908271047,2
0.908291147,2
0.908363626,2
0.908436052,2
0.908508427,2
0.908580751,2
0.908652761,2
0.908724384,2
0.908777972,2
0.908796186,2
0.9088138,2
0.90883141,2
0.908849017,2
0.908858675,2
0.90886656,2
0.908874444,2
0.908882328,2
0.908890196,2
0.908897664,2
0.908906944,2
0.908941542,2
0.908943759,2
0.908972744,2
0.909031063,2
0.909063754,2
0.909082357,2
0.909100454,2
0.909117709,2
0.90913496,2
0.909154331,2
0.909171167,2
0.909199693,2
0.909237973,2
0.909276117,2
0.90931352,2
0.909350908,2
0.909388283,2
0.909426806,2
0.909465625,2
0.909504428,2
0.909543217,2
0.909580998,2
0.909618047,2
0.909655082,2
0.909692103,2
0.9097227,2
0.909727494,2
0.909737182,2
0.909794632,2
0.909852048,2
0.909909432,2
0.909956383,2
0.90999464,2
0.910032881,2
0.910071109,2
0.910122121,2
0.910147227,2
0.910195349,2
0.910251632,2
0.910307883,2
0.910364103,2
0.910409307,2
0.910430871,2
0.910477587,2
0.91052425,2
0.910567166,2
0.910597346,2
0.91062717,2
0.910656984,2
0.91068679,2
0.910711439,2
0.910709445,2
0.910746724,2
0.910775934,2
0.910773496,2
0.910771057,2
0.910768603,2
0.910855029,2
0.910951804,2
0.910982431,2
0.911010795,2
0.91103915,2
0.911062889,2
0.911069926,2
0.911076963,2
0.911083999,2
0.911091034,2
0.911098069,2
0.911105103,2
0.911112136,2
0.911119169,2
0.911125993,2
0.911155073,2
0.911193253,2
0.911231417,2
0.911269565,2
0.911278545,2
0.911334527,2
0.911375191,2
0.911370595,2
0.911365998,2
0.911373307,2
0.911404654,2
0.911435887,2
0.91146668,2
0.911497464,2
0.911528239,2
0.911559003,2
0.911589758,2
0.911620503,2
0.911675824,2
0.911722121,2
0.911741009,2
0.911759813,2
0.911777571,2
0.911807103,2
0.911837733,2
0.911868354,2
0.911898965,2
0.911929566,2
0.911966025,2
0.911991759,2
0.912023178,2
0.912054587,2
0.9120853,2
0.912115953,2
0.912161593,2
0.9122115,2
0.91226206,2
0.912312339,2
0.912361536,2
0.912410708,2
0.912472854,2
0.912510502,2
0.912560037,2
0.912608874,2
0.912658224,2
0.912695019,2
0.912724753,2
0.912754477,2
0.912784192,2
0.912813897,2
0.912842757,2
0.91287083,2
0.91289941,2
0.912929679,2
0.912987621,2
0.913038371,2
0.913058232,2
0.913089399,2
0.913128101,2
0.913199457,2
0.913237756,2
0.913292998,2
0.913347414,2
0.913401122,2
0.913426679,2
0.91345316,2
0.913534172,2
0.913553482,2
0.913572772,2
0.913592057,2
0.913610921,2
0.913629344,2
0.913647763,2
0.913666178,2
0.913684778,2
0.913756143,2
0.913828532,2
0.913862179,2
0.91388341,2
0.913875297,2
0.913930573,2
0.913985817,2
0.914009496,2
0.914073035,2
0.914148497,2
0.914181285,2
0.914220286,2
0.91428392,2
0.91434751,2
0.914411058,2
0.914474563,2
0.914538026,2
0.914601137,2
0.914657078,2
0.914712986,2
0.91476886,2
0.914824702,2
0.91487996,2
0.914934775,2
0.914973061,2
0.915030697,2
0.915093277,2
0.915155816,2
0.915212664,2
0.915268228,2
0.915302066,2
0.915300588,2
0.91533602,2
0.915426696,2
0.915384765,2
0.915449464,2
0.915524841,2
0.915569384,2
0.915605746,2
0.915642093,2
0.915678426,2
0.915775577,2
0.915813369,2
0.915819114,2
0.915824075,2
0.915858188,2
0.91589646,2
0.915952606,2
0.916026198,2
0.91608206,2
0.916124509,2
0.916182893,2
0.916247011,2
0.91631284,2
0.916378623,2
0.916443416,2
0.916464989,2
0.916521831,2
0.916578194,2
0.916634523,2
0.916689954,2
0.916730115,2
0.916787098,2
0.916844046,2
0.91688055,2
0.91686423,2
0.916888845,2
0.916925122,2
0.916967528,2
0.917069905,2
0.917151432,2
0.91717723,2
0.917231329,2
0.917308579,2
0.91738533,2
0.917453607,2
0.917488926,2
0.917523403,2
0.917557505,2
0.917640988,2
0.917672463,2
0.917702392,2
0.917732164,2
0.917761927,2
0.91779116,2
0.917850498,2
0.917947243,2
0.918057162,2
0.918151976,2
0.918239878,2
0.918336843,2
0.918421663,2
0.91845585,2
0.918490025,2
0.918524186,2
0.918558334,2
0.918592468,2
0.91862659,2
0.918660698,2
0.918694794,2
0.918742775,2
0.918859545,2
0.918975993,2
0.919077263,2
0.919123746,2
0.919170197,2
0.919216625,2
0.919263028,2
0.919309407,2
0.9193556,2
0.919445441,2
0.919494592,2
0.919532083,2
0.91960093,2
0.919672455,2
0.919718529,2
0.91976458,2
0.919810606,2
0.919856608,2
0.919957816,2
0.920032034,2
0.920086955,2
0.920146478,2
0.920202109,2
0.920257074,2
0.920310735,2
0.920364363,2
0.920419367,2
0.920474847,2
0.920530291,2
0.920584931,2
0.920639236,2
0.920713133,2
0.920803802,2
0.920894375,2
0.920973119,2
0.921062809,2
0.921095273,2
0.921146942,2
0.921182477,2
0.921251848,2
0.921340749,2
0.921408271,2
0.921450936,2
0.921533333,2
0.921606539,2
0.92168107,2
0.921770688,2
0.921827786,2
0.921912929,2
0.921994635,2
0.922055415,2
0.922079967,2
0.922122363,2
0.922163075,2
0.92220523,2
0.922261553,2
0.922370088,2
0.922476379,2
0.922516754,2
0.922556981,2
0.922598268,2
0.922672271,2
0.922744829,2
0.922851053,2
0.922891513,2
0.922964531,2
0.923055639,2
0.923150687,2
0.923244186,2
0.923315657,2
0.923370011,2
0.923460601,2
0.923524998,2
0.923619587,2
0.923720284,2
0.923819767,2
0.923919677,2
0.924015518,2
0.92410793,2
0.924200239,2
0.924292444,2
0.924371837,2
0.924416859,2
0.924484974,2
0.924590875,2
0.924692304,2
0.924736414,2
0.924814408,2
0.924910062,2
0.924980253,2
0.925050709,2
0.92512245,2
0.925227846,2
0.925301982,2
0.925390816,2
0.925476582,2
0.925529968,2
0.925583266,2
0.925636529,2
0.925741063,2
0.925863174,2
0.925984726,2
0.926053636,2
0.926108562,2
0.926200124,2
0.926323062,2
0.926445812,2
0.926536342,2
0.926584672,2
0.926624623,2
0.926691417,2
0.926776377,2
0.926824788,2
0.926946685,2
0.92699114,2
0.927080317,2
0.927129859,2
0.927167918,2
0.927212306,2
0.927296146,2
0.927407592,2
0.927518341,2
0.927623846,2
0.927740559,2
0.927839567,2
0.927888015,2
0.927971122,2
0.928099748,2
0.92821307,2
0.928300765,2
0.928388361,2
0.928475857,2
0.928562491,2
0.928648718,2
0.928734849,2
0.928820884,2
0.928906823,2
0.928992666,2
0.929092765,2
0.929198639,2
0.929304367,2
0.929409948,2
0.929484917,2
0.92954357,2
0.929611729,2
0.929684041,2
0.92975844,2
0.929844011,2
0.929929277,2
0.930042685,2
0.930163458,2
0.930237742,2
0.930281067,2
0.930353197,2
0.930436974,2
0.930520651,2
0.930604235,2
0.930687726,2
0.930771124,2
0.930854429,2
0.930947648,2
0.931028259,2
0.931124246,2
0.93122011,2
0.931318152,2
0.931423731,2
0.931525844,2
0.931628002,2
0.931704717,2
0.931781799,2
0.931857338,2
0.931933866,2
0.932016712,2
0.93210982,2
0.932204179,2
0.932297732,2
0.932390748,2
0.932472539,2
0.932553978,2
0.932635844,2
0.932717359,2
0.932798527,2
0.932878978,2
0.932959341,2
0.933021563,2
0.933079807,2
0.933138005,2
0.933235715,2
0.93334252,2
0.933443147,2
0.933507182,2
0.933540299,2
0.933621412,2
0.93372361,2
0.933799172,2
0.93384684,2
0.933893858,2
0.933989717,2
0.934091891,2
0.934171896,2
0.934236428,2
0.93434924,2
0.934461297,2
0.934559518,2
0.934647974,2
0.934756131,2
0.934859791,2
0.934901076,2
0.934956672,2
0.935036005,2
0.935133799,2
0.935246896,2
0.935359554,2
0.935471489,2
0.935591581,2
0.935720771,2
0.935807594,2
0.93591985,2
0.936030988,2
0.936137269,2
0.936251628,2
0.936365423,2
0.936476735,2
0.936587865,2
0.936698657,2
0.936776413,2
0.936851242,2
0.936925634,2
0.936999945,2
0.937074174,2
0.937148321,2
0.937222281,2
0.937295996,2
0.937369629,2
0.937443182,2
0.937516654,2
0.937590045,2
0.937663356,2
0.937736587,2
0.937809737,2
0.937882807,2
0.937955797,2
0.938030289,2
0.938124693,2
0.938238265,2
0.938351643,2
0.93846044,2
0.938541154,2
0.93865225,2
0.938762169,2
0.938814597,2
0.938865348,2
0.938938098,2
0.939009437,2
0.939074972,2
0.939154489,2
0.939252682,2
0.939350727,2
0.939427567,2
0.939500429,2
0.939572521,2
0.939644532,2
0.939705237,2
0.939762541,2
0.939832449,2
0.939928715,2
0.940006231,2
0.940079676,2
0.940186734,2
0.940293613,2
0.940400313,2
0.940505576,2
0.940610636,2
0.940710668,2
0.940776548,2
0.940842567,2
0.940957323,2
0.941071306,2
0.941164249,2
0.941214591,2
0.94126489,2
0.941315147,2
0.941381092,2
0.941484056,2
0.941586851,2
0.941689476,2
0.941791931,2
0.941894217,2
0.941996334,2
0.942098282,2
0.94218732,2
0.942257849,2
0.942327887,2
0.942397846,2
0.942467725,2
0.942537524,2
0.942631791,2
0.942710954,2
0.942782032,2
0.942853025,2
0.942923936,2
0.942994763,2
0.943086917,2
0.943199976,2
0.943312534,2
0.943424881,2
0.943537018,2
0.943648946,2
0.943756329,2
0.943835995,2
0.943915555,2
0.943994539,2
0.944073059,2
0.944151146,2
0.94422862,2
0.944305992,2
0.944357638,2
0.94440323,2
0.944449723,2
0.9445578,2
0.944665679,2
0.94477292,2
0.944851176,2
0.944929326,2
0.945007262,2
0.945084445,2
0.945161526,2
0.945238506,2
0.945315383,2
0.945392159,2
0.945468834,2
0.945545407,2
0.945621878,2
0.945698248,2
0.945774727,2
0.945858403,2
0.945941958,2
0.946025391,2
0.946108703,2
0.946191894,2
0.946274963,2
0.946357911,2
0.946440739,2
0.946523446,2
0.946606032,2
0.946688498,2
0.946770905,2
0.946853594,2
0.946936162,2
0.947018609,2
0.947104317,2
0.947211607,2
0.947318669,2
0.94740354,2
0.947474958,2
0.947546283,2
0.947617517,2
0.947702134,2
0.947788086,2
0.947873903,2
0.947958905,2
0.948043776,2
0.948128516,2
0.948213124,2
0.948297602,2
0.948363821,2
0.948428196,2
0.948492495,2
0.948558243,2
0.948647716,2
0.948741366,2
0.948834853,2
0.948928179,2
0.949021344,2
