"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"eps1[1]",2.25839071946535,0.340005772766311,1.56594059740415,2.04506825174377,2.25758437919339,2.46697370223546,2.90604074847317,1.0010427525667,1500,0,1
"eps1[2]",2.09438866991155,0.312583493424512,1.47597024231059,1.90300227796037,2.09544474357215,2.2784808244145,2.75011076364547,0.999275544530589,1500,0,1
"eps1[3]",2.38119365695264,0.35428251668333,1.67520838015419,2.14610277971241,2.37495796543382,2.61382384626289,3.07639039146546,1.0003882637399,1462,0,1
"beta1",-1.08828622838161,0.14737155367037,-1.40151585209451,-1.1856208150549,-1.08691940595721,-0.988936612254706,-0.807113773640525,1.00154298661345,1500,0,1
"beta2",0.0693765574907061,0.0610529060955852,0.000660487381326593,0.0157352285444127,0.0527502340997429,0.113750637755186,0.204439276922766,1.00493500456369,397,0,1
"beta3",-0.0900401667547313,0.199479602880492,-0.471781204802694,-0.223151781553222,-0.0891957069088277,0.0365424914381187,0.308203404670316,0.999502434811543,1500,1,0.674
"beta4[1]",0.199420434285565,0.095689905527593,0.0154933634502163,0.132148346773316,0.200770002421756,0.262399631425911,0.391380501987585,1.00728037110929,370,0,1
"beta4[2]",0.0387352193217072,0.0420289691541638,0.000403382365968481,0.00602017599849861,0.0239622257360579,0.0564568122614227,0.145333984717976,0.999483274216614,1500,0,1
"beta4[3]",0.372256095875768,0.130146554339234,0.135511071597248,0.282933708416191,0.366029995265001,0.455688370258898,0.647119712099825,1.01547754369839,131,0,1
"eps2[1]",0.00830735975447189,0.734871783355666,-1.56416295578599,-0.405616498763101,0.0114735082631672,0.457159000484001,1.4640528684927,0.999646731075212,1500,1,0.506
"eps2[2]",0.74472803631641,0.42113165863825,-0.0525468707677589,0.461426334064945,0.714097210442438,1.00871511485289,1.66437758995387,0.999778071625676,1500,1,0.969333333333333
"eps2[3]",0.249656161480165,0.373777649013946,-0.451992867916216,0.00140354121157355,0.236428703371801,0.485792498967804,1.05947447834691,1.00035066736048,1500,1,0.750666666666667
"eps2[4]",-0.00743453110368645,0.358510762215824,-0.708227338504606,-0.228673110618054,-0.00740512865281059,0.223191709733049,0.708620287409323,1.00119080427649,1324,1,0.51
"eps2[5]",0.0209509197632384,0.346765987173521,-0.620785773883517,-0.20461570700001,0.0150382037829547,0.241363726009111,0.726353755976576,0.999159227438806,1500,1,0.516666666666667
"eps2[6]",0.2189967365421,0.423180073142877,-0.602618574407883,-0.0586937551033372,0.207170276191144,0.490124619280693,1.04191616356659,1.00147709732147,1500,1,0.705333333333333
