"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"int",3.2227324577828,0.274283828980256,2.7102630294628,3.03680744648098,3.20277629395226,3.40156072469491,3.79042750260288,1.00449484433569,489,0,1
"beta1[1]",0,0,0,0,0,0,0,NA,1,0,1
"beta1[2]",-0.162980707505044,0.333233193265594,-0.808847027120483,-0.37137728360178,-0.158771157291161,0.0594704926454522,0.500099950948131,1.00183265451216,788,1,0.697333333333333
"beta1[3]",-0.0885713507717424,0.36363416329699,-0.804228311126627,-0.328196905269146,-0.0869282680299965,0.164000371335397,0.61995043337683,1.00273105421529,546,1,0.601333333333333
"beta1[4]",-0.622359764151892,0.31057236348511,-1.24943847386052,-0.823627444865115,-0.611416762960748,-0.423911542972454,-0.0366550941111159,1.00525615570429,378,0,0.980666666666667
"beta1[5]",-0.247654137885414,0.356050470158253,-0.920965956600701,-0.499746661693681,-0.249499992637713,-0.0153766365082098,0.472869578401059,1.00178352594092,1128,1,0.766
"beta1[6]",-0.798180066239468,0.348260470166676,-1.46663724001064,-1.03559737857836,-0.803391365609183,-0.565599300255651,-0.0922459525706954,1.00034277004243,1500,0,0.989333333333333
"beta1[7]",-1.8779993656891,0.303503656443962,-2.46743030620589,-2.08505752730625,-1.87026044486453,-1.67055229127015,-1.29560299288262,1.00557636062749,426,0,1
"beta1[8]",-1.5917279928144,0.348162053642271,-2.28142150960573,-1.82016126378728,-1.57387143284355,-1.35189573923944,-0.919871048696658,1.00394919429656,501,0,1
"beta1[9]",-2.28522915783722,0.35235010049435,-3.00331943731084,-2.51046949576201,-2.2805739877208,-2.04504906312855,-1.59981678821486,1.00679440225482,308,0,1
"beta1[10]",-3.0297188693498,0.40241868142704,-3.81636130732639,-3.30090965262879,-3.02982238120733,-2.75798907372029,-2.22053250777474,1.006144880832,323,0,1
"beta1[11]",-4.00299262782629,0.568914793104234,-5.23449654801561,-4.3689488690129,-3.97738320636912,-3.63111799706062,-2.96862377853393,1.00444662889299,417,0,1
"beta1[12]",-11.3672805335063,5.70313120266048,-24.8259358495073,-14.758235966748,-10.3379755811132,-6.88867357608532,-3.62693956063874,1.01240849779564,200,0,1
"beta1[13]",-0.696696928197366,10.0842242986165,-20.6767268849013,-7.14830719128059,-0.78131102968116,6.08861050154664,19.5899228233794,1.00144275281811,1211,1,0.53
"beta1[14]",0.115753183262985,9.87156994270037,-19.4589640444365,-6.16942572158031,0.0910848526018696,6.93810150142377,19.0177557149066,0.999967816644569,1500,1,0.504666666666667
"beta1[15]",0.154850521809596,10.0907004373349,-19.8070132071682,-6.47481430939493,0.105396315457085,6.70015694043055,20.1009696587103,1.0002641706711,1500,1,0.502666666666667
"beta2",0.0223938201686669,0.0937627861733872,-0.154161168900944,-0.04363291713805,0.0230084076451776,0.0859610882690024,0.209525364283449,0.999730883279765,1500,1,0.584
"beta3[1]",0,0,0,0,0,0,0,NA,1,0,1
"beta3[2]",-0.127339873859699,0.14257782808898,-0.418684576989658,-0.225375435662769,-0.124049823958264,-0.0312153316111906,0.147013376306145,1.00278330135631,1006,1,0.814
"eps1[1]",0,0,0,0,0,0,0,NA,1,0,1
"eps1[2]",-0.0989267788384737,0.221313589249338,-0.538193098046679,-0.243059786377932,-0.0908345600300614,0.0444001973559621,0.333076271617469,1.00027551171898,1500,1,0.665333333333333
"eps1[3]",0.239790834292629,0.232475916164004,-0.195304416427342,0.076135109895942,0.22726160858689,0.388226669916944,0.730482941311465,1.00379392112164,703,1,0.860666666666667
"eps1[4]",0.468627807504598,0.246525742328393,0.0215947583544998,0.29201887856607,0.463951746505879,0.636367937962809,0.953823645229081,1.00766065469592,336,0,0.980666666666667
"eps1[5]",0.322734899376857,0.206487153914333,-0.069165474115377,0.178582781181444,0.320493480131178,0.462258156559854,0.731114555510579,1.00703984683604,639,1,0.945333333333333
"eps1[6]",-0.114199107866737,0.201306968452426,-0.55294914501021,-0.241980931297611,-0.105124734191057,0.0184128962346734,0.270990280858148,1.00025362668883,1500,1,0.717333333333333
"eps1[7]",-0.318354865336085,0.220738192958155,-0.769490248489571,-0.461781765924886,-0.319424677964359,-0.165568816853214,0.0902192825135641,1.00348308521403,642,1,0.928
"eps1[8]",-0.215493764230309,0.23018910360955,-0.685516423997574,-0.370760485428896,-0.212304217127213,-0.0587195157217323,0.230039776362724,1.00321334416543,482,1,0.820666666666667
"eps1[9]",-0.324348787677328,0.276914853723565,-0.874546958496116,-0.515427240053672,-0.311534892110803,-0.122021893074768,0.176814864216168,1.00277569372094,609,1,0.89
"eps1[10]",-0.293533025211625,0.279820454978659,-0.884562037819937,-0.475761668989682,-0.274085068570455,-0.0992377259021159,0.204878548801492,0.999849701490033,1500,1,0.857333333333333
"eps1[11]",0.257914862568898,0.361877737055638,-0.386009079192295,0.0122646185419538,0.218199764951765,0.469176269495306,1.04735875374777,1.00541159686354,350,1,0.767333333333333
"eps1[12]",0.0272481490252315,0.34080106619082,-0.649393899262707,-0.176588297062531,0.0141030568010241,0.22023288111803,0.752659591962759,1.00026302682939,1500,1,0.518
"eps1[13]",-0.241636447817361,0.369284168026059,-1.02228384151831,-0.475177397626347,-0.204544517472679,0.00946779411655893,0.389117889454348,1.0045289276638,552,1,0.734
"eps1[14]",-0.0948051953456498,0.405836541096277,-0.92923108456784,-0.325084879362684,-0.0929995735762251,0.1471733057938,0.739050877394822,1.00374884357457,1004,1,0.608666666666667
"phi.year[1,1]",0.960412146608923,0.0102470080633398,0.93762951828712,0.954209536653212,0.960938618918873,0.967753276179033,0.977912624797126,1.00345429653038,615,0,1
"phi.year[2,1]",0.955399032264065,0.0109170975959428,0.932145563409587,0.948140115693794,0.955871797248726,0.963025979916106,0.974562929490645,1.00292824866933,575,0,1
"phi.year[1,2]",0.95602864174059,0.013273505311591,0.925640091206038,0.947962474870679,0.957577051183033,0.965305768255489,0.977353691914363,1.00075905975248,1500,0,1
"phi.year[2,2]",0.950427283557196,0.0145924225997956,0.917754156780317,0.942260586165474,0.952105625331471,0.96081863576351,0.974610085817894,1.00127946514895,1500,0,1
"phi.year[1,3]",0.968083857390515,0.010056140443754,0.945100834572873,0.961991588116357,0.96915946278897,0.975210162338764,0.984520194011301,1.00663336777515,284,0,1
"phi.year[2,3]",0.963857465353049,0.011645429625975,0.937607389744647,0.95715889315524,0.9652811155569,0.971974783736738,0.98233409855812,1.00519547962475,356,0,1
"phi.year[1,4]",0.974181844048876,0.0090023535905183,0.953311492131268,0.968737476007416,0.975366599663588,0.981023864869028,0.988002862867254,1.01859240458205,165,0,1
"phi.year[2,4]",0.970898386863784,0.00982428897824483,0.948736230405499,0.965166087408541,0.972315138475775,0.978166037575401,0.985768406804826,1.01885975715787,160,0,1
"phi.year[1,5]",0.970583223986797,0.00927820564713088,0.949231306710487,0.965277986117404,0.971707188351241,0.977316276321556,0.985476357763961,1.01150049239946,231,0,1
"phi.year[2,5]",0.966844277969985,0.0100236813593635,0.945514786326138,0.960812372961546,0.967895245949262,0.974284105765482,0.983101410253307,1.01067752005869,238,0,1
"phi.year[1,6]",0.955603928197079,0.0124412571855146,0.929011860457144,0.948064632529816,0.95691395908094,0.964338656570799,0.976489782909432,1.00239777511595,614,0,1
"phi.year[2,6]",0.950017870852616,0.0133767340938901,0.92088412721786,0.942218192750286,0.95121266325973,0.959359150421006,0.972896374632475,1.00226466924218,715,0,1
"phi.year[1,7]",0.946154028477993,0.0150795028630146,0.911821969455198,0.937455520935896,0.947951618570723,0.956951273977517,0.969698764173625,1.00020779906495,1500,0,1
"phi.year[2,7]",0.939454027845629,0.0160782348764118,0.904628737387808,0.929301849714652,0.940853403297496,0.951070173018422,0.966764810037894,1.00043907356977,1500,0,1
"phi.year[1,8]",0.950862597400522,0.0149429501457574,0.916212744139404,0.942806152161654,0.952727430909793,0.961179910675353,0.974487667701538,0.999519002353331,1500,0,1
"phi.year[2,8]",0.944763716171056,0.0157491612503275,0.908944593252469,0.936149357656938,0.946258895790666,0.955605512264527,0.970890422760809,0.999199514089651,1500,0,1
"phi.year[1,9]",0.945296796310041,0.0175270294425651,0.900690019541546,0.935893338838437,0.947798386524591,0.957342315894097,0.971722416049872,1.00365715928037,691,0,1
