animal_id,birth_year,bs,year,status,ageclass,sum.jun.jul.aug,sum.march.apr.may,sum.sept.oct,oct,annual,annual.sc,sum.march.apr.may.sc,sum.jun.jul.aug.sc,weight,bcsin,weightkg,bcscm
90-2008-0-054,2008,ey,2014,1,6,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,226,150.625,102.73,382.59
90-2008-0-054,2008,ey,2015,1,7,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,NA,NA,NA,NA
90-2008-0-054,2008,ey,2016,0,8,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,NA,134.875,NA,342.58
90-2008-0-054,2008,ey,2017,0,9,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,NA,NA,NA,NA
90-2008-0-054,2008,ey,2018,0,10,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,NA,NA,NA,NA
90-2008-0-054,2008,ey,2019,0,11,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,NA,NA,NA,NA
90-2008-0-054,2008,ey,2020,0,12,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,NA,NA,NA,NA
90-2008-0-054,2008,ey,2021,0,13,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,NA,NA,NA,NA
90-2008-0-054,2008,ey,2022,0,14,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2008-0-055,2008,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2008-0-055,2008,ey,2009,1,1,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,125,43.375,56.82,110.17
90-2008-0-055,2008,ey,2010,1,2,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,163,88.125,74.09,223.84
90-2008-0-055,2008,ey,2011,1,3,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,NA,NA,NA,NA
90-2008-0-055,2008,ey,2012,1,4,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,190,129.875,86.36,329.88
90-2008-0-055,2008,ey,2013,1,5,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,NA,NA,NA,NA
90-2008-0-055,2008,ey,2014,1,6,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,220,142.75,100.00,362.59
90-2008-0-055,2008,ey,2015,1,7,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,NA,NA,NA,NA
90-2008-0-055,2008,ey,2016,1,8,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,202,139.125,91.82,353.38
90-2008-0-055,2008,ey,2017,1,9,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,NA,NA,NA,NA
90-2008-0-055,2008,ey,2018,0,10,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,NA,NA,NA,NA
90-2008-0-055,2008,ey,2019,0,11,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,NA,NA,NA,NA
90-2008-0-055,2008,ey,2020,0,12,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,NA,NA,NA,NA
90-2008-0-055,2008,ey,2021,0,13,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,NA,NA,NA,NA
90-2008-0-055,2008,ey,2022,0,14,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2008-0-056,2008,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2008-0-056,2008,ey,2009,1,1,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,116,50.75,52.73,128.91
90-2008-0-056,2008,ey,2010,1,2,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,150,91,68.18,231.14
90-2008-0-056,2008,ey,2011,1,3,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,NA,NA,NA,NA
90-2008-0-056,2008,ey,2012,1,4,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,189,110.5,85.91,280.67
90-2008-0-056,2008,ey,2013,1,5,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,194,121.5,88.18,308.61
90-2008-0-056,2008,ey,2014,1,6,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,192,126,87.27,320.04
90-2008-0-056,2008,ey,2015,1,7,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,195,125.875,88.64,319.72
90-2008-0-056,2008,ey,2016,1,8,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,186,123.375,84.55,313.37
90-2008-0-056,2008,ey,2017,1,9,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,NA,NA,NA,NA
90-2008-0-056,2008,ey,2018,0,10,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,NA,NA,NA,NA
90-2008-0-056,2008,ey,2019,0,11,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,NA,NA,NA,NA
90-2008-0-056,2008,ey,2020,0,12,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,NA,NA,NA,NA
90-2008-0-056,2008,ey,2021,0,13,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,NA,NA,NA,NA
90-2008-0-056,2008,ey,2022,0,14,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2008-0-057,2008,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2008-0-057,2008,ey,2009,1,1,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,121,60.125,55.00,152.72
90-2008-0-057,2008,ey,2010,1,2,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,NA,NA,NA,NA
90-2008-0-057,2008,ey,2011,1,3,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,NA,NA,NA,NA
90-2008-0-057,2008,ey,2012,1,4,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,210,137.625,95.45,349.57
90-2008-0-057,2008,ey,2013,1,5,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,225,141.625,102.27,359.73
90-2008-0-057,2008,ey,2014,1,6,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,NA,NA,NA,NA
90-2008-0-057,2008,ey,2015,1,7,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,210,152.375,95.45,387.03
90-2008-0-057,2008,ey,2016,0,8,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,NA,NA,NA,NA
90-2008-0-057,2008,ey,2017,0,9,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,NA,NA,NA,NA
90-2008-0-057,2008,ey,2018,0,10,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,NA,NA,NA,NA
90-2008-0-057,2008,ey,2019,0,11,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,NA,NA,NA,NA
90-2008-0-057,2008,ey,2020,0,12,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,NA,NA,NA,NA
90-2008-0-057,2008,ey,2021,0,13,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,NA,NA,NA,NA
90-2008-0-057,2008,ey,2022,0,14,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2008-0-058,2008,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2008-0-058,2008,ey,2009,0,1,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,NA,NA,NA,NA
90-2008-0-058,2008,ey,2010,1,2,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,160,86.25,72.73,219.08
90-2008-0-058,2008,ey,2011,1,3,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,NA,NA,NA,NA
90-2008-0-058,2008,ey,2012,1,4,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,192,121.125,87.27,307.66
90-2008-0-058,2008,ey,2013,1,5,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,NA,NA,NA,NA
90-2008-0-058,2008,ey,2014,1,6,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,216,133,98.18,337.82
90-2008-0-058,2008,ey,2015,1,7,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,199,134.5,90.45,341.63
90-2008-0-058,2008,ey,2016,1,8,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,NA,NA,NA,NA
90-2008-0-058,2008,ey,2017,1,9,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,179,121.75,81.36,309.25
90-2008-0-058,2008,ey,2018,0,10,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,NA,NA,NA,NA
90-2008-0-058,2008,ey,2019,0,11,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,NA,NA,NA,NA
90-2008-0-058,2008,ey,2020,0,12,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,NA,NA,NA,NA
90-2008-0-058,2008,ey,2021,0,13,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,NA,NA,NA,NA
90-2008-0-058,2008,ey,2022,0,14,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2008-0-059,2008,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2008-0-059,2008,ey,2009,1,1,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,115,49.75,52.27,126.37
90-2008-0-059,2008,ey,2010,1,2,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,148,106.125,67.27,269.56
90-2008-0-059,2008,ey,2011,1,3,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,164,116.125,74.55,294.96
90-2008-0-059,2008,ey,2012,1,4,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,188,135,85.45,342.90
90-2008-0-059,2008,ey,2013,1,5,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,207,146.375,94.09,371.79
90-2008-0-059,2008,ey,2014,0,6,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,NA,NA,NA,NA
90-2008-0-059,2008,ey,2015,0,7,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,NA,NA,NA,NA
90-2008-0-059,2008,ey,2016,0,8,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,NA,NA,NA,NA
90-2008-0-059,2008,ey,2017,0,9,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,NA,NA,NA,NA
90-2008-0-059,2008,ey,2018,0,10,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,NA,NA,NA,NA
90-2008-0-059,2008,ey,2019,0,11,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,NA,NA,NA,NA
90-2008-0-059,2008,ey,2020,0,12,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,NA,NA,NA,NA
90-2008-0-059,2008,ey,2021,0,13,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,NA,NA,NA,NA
90-2008-0-059,2008,ey,2022,0,14,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2009-0-051,2009,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2009-0-051,2009,ey,2009,0,NA,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,NA,NA,NA,NA
90-2009-0-051,2009,ey,2010,1,1,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,125,70.25,56.82,178.44
90-2009-0-051,2009,ey,2011,1,2,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,153,109.75,69.55,278.77
90-2009-0-051,2009,ey,2012,1,3,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,177,124.875,80.45,317.18
90-2009-0-051,2009,ey,2013,1,4,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,186,143.875,84.55,365.44
90-2009-0-051,2009,ey,2014,0,5,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,NA,NA,NA,NA
90-2009-0-051,2009,ey,2015,0,6,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,NA,NA,NA,NA
90-2009-0-051,2009,ey,2016,0,7,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,NA,NA,NA,NA
90-2009-0-051,2009,ey,2017,0,8,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,NA,NA,NA,NA
90-2009-0-051,2009,ey,2018,0,9,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,NA,NA,NA,NA
90-2009-0-051,2009,ey,2019,0,10,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,NA,NA,NA,NA
90-2009-0-051,2009,ey,2020,0,11,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,NA,NA,NA,NA
90-2009-0-051,2009,ey,2021,0,12,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,NA,NA,NA,NA
90-2009-0-051,2009,ey,2022,0,13,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2009-0-052,2009,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2009-0-052,2009,ey,2009,0,NA,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,NA,NA,NA,NA
90-2009-0-052,2009,ey,2010,1,1,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,NA,NA,NA,NA
90-2009-0-052,2009,ey,2011,1,2,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,175,87.625,79.55,222.57
90-2009-0-052,2009,ey,2012,1,3,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,NA,NA,NA,NA
90-2009-0-052,2009,ey,2013,1,4,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,231,129.5,105.00,328.93
90-2009-0-052,2009,ey,2014,1,5,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,NA,NA,NA,NA
90-2009-0-052,2009,ey,2015,1,6,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,NA,NA,NA,NA
90-2009-0-052,2009,ey,2016,1,7,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,216,141.75,98.18,360.05
90-2009-0-052,2009,ey,2017,0,8,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,NA,NA,NA,NA
90-2009-0-052,2009,ey,2018,0,9,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,NA,NA,NA,NA
90-2009-0-052,2009,ey,2019,0,10,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,NA,NA,NA,NA
90-2009-0-052,2009,ey,2020,0,11,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,NA,NA,NA,NA
90-2009-0-052,2009,ey,2021,0,12,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,NA,NA,NA,NA
90-2009-0-052,2009,ey,2022,0,13,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2009-0-053,2009,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2009-0-053,2009,ey,2009,0,NA,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,NA,NA,NA,NA
90-2009-0-053,2009,ey,2010,1,1,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,NA,NA,NA,NA
90-2009-0-053,2009,ey,2011,1,2,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,141,93.125,64.09,236.54
90-2009-0-053,2009,ey,2012,1,3,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,166,119,75.45,302.26
90-2009-0-053,2009,ey,2013,1,4,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,185,133.375,84.09,338.77
90-2009-0-053,2009,ey,2014,1,5,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,199,148.25,90.45,376.56
90-2009-0-053,2009,ey,2015,1,6,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,197,149,89.55,378.46
90-2009-0-053,2009,ey,2016,1,7,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,192,154.375,87.27,392.11
90-2009-0-053,2009,ey,2017,1,8,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,182,151.125,82.73,383.86
90-2009-0-053,2009,ey,2018,1,9,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,178,151.375,80.91,384.49
90-2009-0-053,2009,ey,2019,1,10,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,180,147.375,81.82,374.33
90-2009-0-053,2009,ey,2020,0,11,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,NA,117.25,NA,297.82
90-2009-0-053,2009,ey,2021,0,12,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,NA,NA,NA,NA
90-2009-0-053,2009,ey,2022,0,13,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2009-0-054,2009,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2009-0-054,2009,ey,2009,0,NA,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,NA,NA,NA,NA
90-2009-0-054,2009,ey,2010,1,1,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,113,50,51.36,127.00
90-2009-0-054,2009,ey,2011,1,2,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,135,90.5,61.36,229.87
90-2009-0-054,2009,ey,2012,1,3,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,163,120.5,74.09,306.07
90-2009-0-054,2009,ey,2013,1,4,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,174,132.75,79.09,337.19
90-2009-0-054,2009,ey,2014,1,5,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,182,142.875,82.73,362.90
90-2009-0-054,2009,ey,2015,1,6,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,176,151.25,80.00,384.18
90-2009-0-054,2009,ey,2016,1,7,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,172,146.75,78.18,372.75
90-2009-0-054,2009,ey,2017,0,8,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,158,145.25,71.82,368.94
90-2009-0-054,2009,ey,2018,0,9,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,NA,NA,NA,NA
90-2009-0-054,2009,ey,2019,0,10,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,NA,NA,NA,NA
90-2009-0-054,2009,ey,2020,0,11,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,NA,NA,NA,NA
90-2009-0-054,2009,ey,2021,0,12,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,NA,NA,NA,NA
90-2009-0-054,2009,ey,2022,0,13,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2009-0-056,2009,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2009-0-056,2009,ey,2009,0,NA,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,NA,NA,NA,NA
90-2009-0-056,2009,ey,2010,1,1,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,105,32.125,47.73,81.60
90-2009-0-056,2009,ey,2011,1,2,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,NA,NA,NA,NA
90-2009-0-056,2009,ey,2012,1,3,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,172,125.25,78.18,318.14
90-2009-0-056,2009,ey,2013,1,4,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,NA,NA,NA,NA
90-2009-0-056,2009,ey,2014,1,5,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,209,156.375,95.00,397.19
90-2009-0-056,2009,ey,2015,1,6,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,196,170.875,89.09,434.02
90-2009-0-056,2009,ey,2016,1,7,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,193,163.375,87.73,414.97
90-2009-0-056,2009,ey,2017,1,8,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,187,147.625,85.00,374.97
90-2009-0-056,2009,ey,2018,1,9,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,183,142.5,83.18,361.95
90-2009-0-056,2009,ey,2019,1,10,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,182,162,82.73,411.48
90-2009-0-056,2009,ey,2020,1,11,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,171,151.125,77.73,383.86
90-2009-0-056,2009,ey,2021,0,12,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,NA,NA,NA,NA
90-2009-0-056,2009,ey,2022,0,13,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2009-0-057,2009,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2009-0-057,2009,ey,2009,0,NA,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,NA,NA,NA,NA
90-2009-0-057,2009,ey,2010,1,1,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,123,49.75,55.91,126.37
90-2009-0-057,2009,ey,2011,1,2,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,148,78.75,67.27,200.03
90-2009-0-057,2009,ey,2012,1,3,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,179,103.875,81.36,263.84
90-2009-0-057,2009,ey,2013,1,4,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,213,123.875,96.82,314.64
90-2009-0-057,2009,ey,2014,1,5,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,217,136.875,98.64,347.66
90-2009-0-057,2009,ey,2015,1,6,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,208,141,94.55,358.14
90-2009-0-057,2009,ey,2016,0,7,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,NA,NA,NA,NA
90-2009-0-057,2009,ey,2017,0,8,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,NA,NA,NA,NA
90-2009-0-057,2009,ey,2018,0,9,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,NA,NA,NA,NA
90-2009-0-057,2009,ey,2019,0,10,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,NA,NA,NA,NA
90-2009-0-057,2009,ey,2020,0,11,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,NA,NA,NA,NA
90-2009-0-057,2009,ey,2021,0,12,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,NA,NA,NA,NA
90-2009-0-057,2009,ey,2022,0,13,10.3,8.5,3.7,0,25,0.20893825,0.684805051,1.087366194,NA,NA,NA,NA
90-2009-0-058,2009,ey,2008,0,NA,11.8,4.8,0.7,0.5,18.3,-0.746768938,-0.484432623,1.55334216,NA,NA,NA,NA
90-2009-0-058,2009,ey,2009,0,NA,3.9,5.6,7.3,0,19.1,-0.632654647,-0.231624477,-0.90079793,NA,NA,NA,NA
90-2009-0-058,2009,ey,2010,1,1,9.9,8.8,7.9,3.3,34.6,1.578309742,0.779608105,0.963105936,126,59.875,57.27,152.08
90-2009-0-058,2009,ey,2011,1,2,2.4,2.3,5.7,0,15.3,-1.17469753,-1.274458078,-1.366773896,145,97.875,65.91,248.60
90-2009-0-058,2009,ey,2012,1,3,1.5,11,4.1,3.8,19.1,-0.632654647,1.474830506,-1.646359476,173,129.875,78.64,329.88
90-2009-0-058,2009,ey,2013,1,4,9.1,4.6,9.3,5.8,27.6,0.579809696,-0.54763466,0.714585421,214,139.25,97.27,353.70
90-2009-0-058,2009,ey,2014,1,5,5.2,3.1,8.9,6.2,21.1,-0.347368919,-1.021649933,-0.496952092,222,152.25,100.91,386.72
90-2009-0-058,2009,ey,2015,1,6,5.5,14.9,8.6,0.5,41.8,2.605338362,2.707270216,-0.403756899,NA,NA,NA,NA
90-2009-0-058,2009,ey,2016,1,7,9.6,11.2,1.9,4.1,33.1,1.364345447,1.538032542,0.869910743,219,153.625,99.55,390.21
90-2009-0-058,2009,ey,2017,1,8,5.2,4.6,10.2,5.6,23.5,-0.005026046,-0.54763466,-0.496952092,202,149.375,91.82,379.41
90-2009-0-058,2009,ey,2018,1,9,7,2.9,21.5,5.8,36.2,1.806538325,-1.084851969,0.062219068,229,151,104.09,383.54
90-2009-0-058,2009,ey,2019,1,10,6.8,3.3,6.3,5.4,17.2,-0.903676088,-0.958447896,8.89E-05,224,113.25,101.82,287.66
90-2009-0-058,2009,ey,2020,1,11,5.6,8.6,2.4,1,20.8,-0.390161778,0.716406069,-0.372691834,204,136.625,92.73,347.03
90-2009-0-058,2009,ey,2021,0,12,11.3,6.1,0.03,4.6,19.53,-0.571318216,-0.073619386,1.398016838,193,115.5,87.73,293.37
